ortholog	carb	flav	macro
o1297	TR34630-c0_g4_i2	TR32735-c0_g2_i1	Matched_to_other_by_FastOrtho
o1298	TR20888-c0_g3_i2	TR3227-c0_g1_i1	TR4082-c1_g2_i1
o1299	TR55222-c0_g2_i1	TR13130-c0_g1_i1	TR40208-c0_g1_i1
o1300	TR31561-c0_g2_i1	TR27754-c0_g2_i1	TR4673-c0_g2_i1
o1301	TR47678-c4_g4_i2	TR22306-c0_g1_i1	TR40812-c3_g1_i1
o1302	TR5454-c0_g3_i2	TR9842-c1_g12_i2	TR40760-c0_g4_i1
o1303	TR12175-c0_g2_i2	TR41659-c0_g3_i1	TR40753-c0_g2_i2
o1304	TR18167-c0_g2_i1	TR43053-c0_g2_i2	TR40775-c0_g4_i2
o1305	TR26362-c1_g2_i1	TR23077-c0_g1_i1	TR31068-c0_g3_i1
o1306	TR47193-c0_g2_i1	TR41733-c1_g1_i1	TR31063-c1_g3_i1
o1307	TR29965-c0_g2_i1	TR11427-c0_g1_i1	TR31056-c0_g2_i2
o1308	TR26604-c0_g3_i1	TR911-c0_g3_i1	TR31048-c0_g5_i1
o1309	TR26604-c0_g4_i1	TR911-c0_g2_i1	TR31048-c0_g4_i4
o1310	TR7208-c0_g1_i1	TR15380-c0_g1_i2	Matched_to_other_by_FastOrtho
o1311	TR50680-c1_g4_i1	TR22858-c0_g1_i1	TR31035-c0_g2_i2
o1312	TR34023-c0_g5_i1	TR50508-c1_g5_i1	TR31030-c0_g5_i1
o1313	Matched_to_other_by_FastOrtho	TR36789-c0_g2_i1	TR42885-c0_g2_i1
o1314	TR41512-c1_g1_i1	TR6644-c0_g3_i1	TR42947-c0_g2_i1
o1315	TR22482-c0_g6_i2	TR1844-c0_g2_i2	TR4295-c0_g4_i1
o1316	TR22482-c0_g11_i1	TR1844-c0_g3_i3	TR4295-c0_g7_i1
o1317	TR49890-c0_g4_i1	TR44607-c0_g1_i1	TR42970-c0_g4_i1
o1318	TR60695-c0_g3_i1	TR10784-c0_g3_i1	TR42989-c0_g1_i1
o1319	TR16132-c0_g3_i1	TR49587-c1_g1_i1	TR31071-c0_g1_i1
o1320	TR26362-c1_g4_i1	TR23077-c0_g2_i1	TR31068-c0_g4_i1
o1321	TR29274-c2_g3_i1	TR31088-c0_g2_i1	TR4272-c0_g1_i1
o1322	TR31414-c0_g1_i1	TR4411-c0_g1_i1	TR46046-c0_g1_i1
o1323	TR1607-c1_g1_i1	TR12480-c0_g1_i1	TR46027-c1_g1_i1
o1324	TR3794-c0_g1_i1	TR23925-c0_g1_i1	TR46039-c0_g10_i1
o1325	TR36654-c0_g3_i1	TR19117-c2_g1_i1	TR46020-c0_g1_i2
o1326	TR31186-c1_g1_i1	TR1329-c0_g2_i1	TR46023-c0_g1_i1
o1327	TR17781-c0_g1_i1	TR38637-c0_g1_i2	TR46018-c0_g1_i1
o1328	TR56945-c0_g1_i1	TR9098-c0_g2_i1	Matched_to_other_by_FastOrtho
o1329	Matched_to_other_by_FastOrtho	TR9192-c0_g2_i1	TR716-c0_g1_i1
o1330	TR42030-c0_g1_i2	Matched_to_other_by_FastOrtho	TR51-c1_g1_i1
o1331	TR2314-c0_g1_i4	TR40503-c1_g2_i1	TR46054-c0_g4_i1
o1332	TR17768-c0_g3_i4	Matched_to_other_by_FastOrtho	TR46086-c0_g3_i2
o1333	TR61153-c0_g1_i1	TR4083-c1_g2_i1	TR823-c0_g3_i1
o1334	TR28723-c0_g3_i2	TR29293-c0_g1_i1	TR8234-c0_g1_i1
o1335	TR50724-c1_g1_i1	TR19313-c0_g1_i1	Matched_to_other_by_FastOrtho
o1336	TR29453-c0_g1_i1	TR2902-c0_g1_i1	TR8247-c0_g1_i1
o1337	TR21227-c0_g3_i2	TR47053-c0_g1_i1	TR8264-c1_g2_i1
o1338	TR40161-c0_g3_i1	TR41292-c0_g1_i1	TR7124-c0_g1_i1
o1339	TR35005-c3_g3_i2	TR24767-c1_g3_i1	TR8361-c1_g1_i2
o1340	TR49060-c0_g1_i2	TR22200-c0_g1_i1	TR8364-c0_g1_i1
o1341	TR2448-c0_g5_i2	TR24521-c0_g10_i1	TR8367-c0_g3_i1
o1342	TR2448-c0_g1_i1	TR24521-c0_g7_i1	TR8367-c0_g5_i2
o1343	TR17444-c0_g1_i1	TR43236-c0_g2_i1	Matched_to_other_by_FastOrtho
o1344	TR4894-c0_g1_i1	TR9278-c0_g1_i1	TR16928-c0_g5_i1
o1345	TR2426-c0_g1_i1	TR15707-c0_g1_i1	TR16930-c2_g1_i1
o1346	TR10080-c1_g2_i1	TR42669-c0_g1_i1	TR16949-c1_g1_i1
o1347	TR59895-c1_g1_i1	Matched_to_other_by_FastOrtho	TR16957-c0_g1_i1
o1348	TR59895-c1_g1_i2	Matched_to_other_by_FastOrtho	TR16957-c0_g3_i1
o1349	TR7987-c0_g1_i1	TR30198-c0_g1_i1	TR1696-c0_g1_i1
o1350	TR1003-c0_g1_i2	TR3582-c0_g2_i1	TR16965-c0_g3_i1
o1351	TR36938-c1_g1_i1	TR2919-c1_g6_i2	TR16974-c0_g2_i1
o1352	TR36938-c1_g8_i1	TR2919-c1_g6_i1	TR16974-c1_g1_i2
o1353	TR18163-c0_g1_i2	TR49967-c0_g1_i1	TR41842-c0_g1_i1
o1354	TR31187-c0_g1_i1	TR10625-c0_g7_i1	TR41843-c1_g1_i1
o1355	TR8863-c1_g3_i1	TR4513-c1_g4_i1	TR41846-c1_g5_i1
o1356	TR56697-c0_g5_i1	TR14349-c0_g2_i1	TR14429-c0_g3_i1
o1357	TR49403-c0_g1_i3	TR30294-c0_g1_i2	TR41812-c2_g1_i1
o1358	TR39844-c0_g2_i2	TR38992-c0_g1_i1	TR41817-c4_g4_i1
o1359	TR1537-c4_g1_i1	TR32661-c0_g1_i1	TR41817-c6_g3_i1
o1360	TR56246-c0_g16_i1	TR44762-c0_g3_i1	TR41828-c0_g1_i1
o1361	TR52539-c0_g4_i1	TR2741-c0_g1_i1	TR41850-c0_g5_i1
o1362	TR17554-c1_g2_i1	TR42079-c0_g1_i2	TR41856-c0_g1_i1
o1363	TR44255-c1_g7_i1	TR16506-c0_g2_i1	TR42227-c2_g7_i1
o1364	TR41202-c2_g1_i1	TR16411-c0_g1_i1	TR20586-c1_g2_i1
o1365	TR45650-c2_g2_i1	TR1753-c0_g5_i1	TR20604-c0_g2_i1
o1366	TR17676-c0_g3_i1	TR3595-c1_g1_i1	TR7012-c1_g4_i1
o1367	TR26005-c1_g1_i1	TR31446-c0_g1_i1	TR38875-c0_g1_i1
o1368	TR53650-c0_g1_i1	TR27348-c0_g1_i1	Matched_to_other_by_FastOrtho
o1369	TR48299-c2_g1_i1	TR37342-c0_g1_i1	TR20534-c4_g4_i1
o1370	TR29057-c0_g1_i1	TR38129-c0_g1_i1	TR20536-c0_g1_i1
o1371	TR58111-c1_g1_i1	Matched_to_other_by_FastOrtho	TR20551-c0_g1_i1
o1372	TR39867-c3_g3_i2	TR18206-c1_g1_i1	TR20553-c2_g2_i1
o1373	TR11903-c0_g1_i1	Matched_to_other_by_FastOrtho	TR20563-c0_g1_i1
o1374	TR51072-c0_g2_i1	TR317-c0_g2_i1	TR20569-c3_g6_i1
o1375	TR36153-c1_g3_i1	TR26662-c0_g2_i1	TR20584-c0_g2_i1
o1376	TR5894-c2_g21_i2	TR42799-c0_g2_i2	Matched_to_other_by_FastOrtho
o1377	TR26552-c2_g1_i2	TR16732-c0_g1_i2	TR35205-c2_g1_i1
o1378	TR53159-c0_g7_i1	TR41973-c1_g3_i2	TR961-c0_g1_i2
o1379	TR56155-c0_g5_i1	TR26099-c0_g2_i3	TR7464-c1_g3_i3
o1380	TR25343-c0_g1_i1	TR11658-c0_g2_i1	TR9406-c0_g1_i1
o1381	TR39770-c0_g2_i1	TR11014-c0_g1_i2	TR9372-c0_g2_i1
o1382	TR28511-c1_g11_i1	TR22093-c0_g16_i1	TR9396-c5_g1_i2
o1383	TR29772-c2_g1_i1	TR22870-c0_g1_i1	TR9396-c6_g1_i1
o1384	TR52507-c2_g2_i1	TR39440-c1_g2_i2	TR38911-c1_g3_i1
o1385	TR44142-c1_g5_i1	TR42289-c0_g9_i1	TR9333-c0_g1_i1
o1386	TR9106-c0_g1_i1	TR26695-c0_g1_i1	TR9350-c2_g1_i1
o1387	TR30818-c2_g3_i2	Matched_to_other_by_FastOrtho	TR9362-c0_g1_i1
o1388	Matched_to_other_by_FastOrtho	TR43842-c0_g1_i1	TR9371-c0_g1_i1
o1389	TR35713-c1_g1_i2	TR49683-c1_g1_i1	Matched_to_other_by_FastOrtho
o1390	TR58315-c1_g2_i1	TR45581-c1_g2_i1	TR1429-c2_g1_i2
o1391	TR9131-c1_g1_i1	TR28341-c0_g1_i1	TR1381-c1_g1_i1
o1392	TR15053-c4_g2_i2	TR14024-c0_g1_i3	TR18911-c0_g2_i2
o1393	TR59470-c0_g8_i1	Matched_to_other_by_FastOrtho	TR1892-c1_g5_i1
o1394	TR37643-c0_g3_i1	TR20990-c0_g1_i1	TR14217-c1_g1_i1
o1395	TR15289-c0_g1_i2	TR10157-c0_g2_i1	TR1422-c0_g10_i1
o1396	TR60079-c0_g2_i1	TR28628-c0_g1_i1	TR13814-c0_g1_i1
o1397	TR51146-c0_g5_i1	TR44613-c0_g5_i1	TR13819-c0_g2_i1
o1398	TR16403-c0_g1_i1	Matched_to_other_by_FastOrtho	TR14135-c0_g1_i2
o1399	TR27567-c2_g1_i1	TR46980-c0_g2_i1	TR14139-c0_g1_i1
o1400	TR56711-c0_g2_i3	TR12946-c0_g4_i2	TR14143-c0_g1_i1
o1401	TR50384-c0_g7_i1	TR27409-c0_g1_i4	TR14216-c3_g2_i1
o1402	TR4657-c0_g6_i4	TR38928-c0_g1_i1	TR20271-c0_g1_i1
o1403	TR15216-c4_g4_i1	TR28403-c1_g11_i2	TR20297-c1_g3_i1
o1404	TR47726-c1_g5_i2	Matched_to_other_by_FastOrtho	TR20302-c1_g1_i1
o1405	Matched_to_other_by_FastOrtho	TR44409-c0_g1_i1	TR20200-c0_g6_i1
o1406	TR2445-c1_g1_i2	TR4266-c0_g1_i2	TR20218-c0_g4_i1
o1407	TR30101-c0_g1_i1	TR23388-c1_g2_i1	Matched_to_other_by_FastOrtho
o1408	TR10282-c1_g1_i2	TR26243-c0_g2_i2	TR27862-c0_g2_i3
o1409	TR27641-c2_g2_i1	TR12499-c0_g1_i1	Matched_to_other_by_FastOrtho
o1410	TR48842-c1_g3_i4	TR38343-c0_g6_i1	TR2782-c0_g4_i1
o1411	TR37687-c1_g2_i1	TR37646-c0_g1_i1	TR27840-c0_g4_i1
o1412	TR16405-c1_g1_i2	TR43266-c1_g1_i1	TR20320-c0_g1_i1
o1413	TR57666-c0_g2_i1	TR37326-c0_g1_i2	TR20325-c0_g1_i1
o1414	TR42520-c0_g2_i1	TR6455-c0_g1_i1	TR27900-c0_g1_i1
o1415	TR18101-c0_g1_i1	TR34293-c6_g6_i2	TR27903-c3_g4_i1
o1416	TR58813-c0_g1_i1	TR29335-c1_g2_i1	TR8603-c2_g1_i1
o1417	TR39249-c0_g2_i1	TR46034-c0_g1_i1	TR35176-c0_g1_i1
o1418	TR21612-c6_g2_i1	TR1575-c0_g4_i1	TR30115-c1_g3_i1
o1419	TR46675-c0_g3_i1	TR9948-c0_g2_i1	TR8727-c0_g3_i1
o1420	TR12373-c0_g5_i1	TR14637-c0_g4_i1	TR9255-c0_g6_i1
o1421	TR51567-c4_g3_i1	TR37404-c0_g1_i1	TR1638-c0_g4_i1
o1422	TR17862-c0_g2_i1	TR26735-c0_g1_i1	TR16383-c0_g3_i1
o1423	TR49458-c4_g6_i1	Matched_to_other_by_FastOrtho	TR19093-c2_g14_i1
o1424	TR48363-c1_g5_i1	TR4981-c0_g1_i1	TR16304-c10_g1_i1
o1425	TR16552-c2_g3_i1	TR11040-c11_g3_i9	TR16304-c6_g5_i7
o1426	TR27946-c0_g1_i1	TR43228-c0_g1_i1	TR16316-c0_g1_i1
o1427	TR29799-c1_g1_i1	TR3321-c0_g3_i1	TR16334-c0_g1_i1
o1428	TR48422-c0_g1_i1	TR42743-c0_g2_i1	TR16337-c1_g1_i1
o1429	TR58191-c0_g3_i1	Matched_to_other_by_FastOrtho	TR16342-c0_g1_i3
o1430	TR37958-c0_g1_i1	TR37055-c178_g1_i1	TR16363-c0_g3_i1
o1431	TR23509-c1_g2_i1	TR39030-c0_g1_i2	TR16367-c0_g3_i1
o1432	Matched_to_other_by_FastOrtho	TR11484-c0_g3_i1	TR21896-c0_g1_i1
o1433	TR55989-c1_g8_i3	TR27226-c1_g1_i4	TR21898-c4_g2_i1
o1434	TR47157-c0_g1_i1	TR26717-c0_g2_i1	TR21912-c1_g4_i1
o1435	TR56344-c3_g1_i1	TR36314-c0_g1_i1	TR21921-c5_g1_i1
o1436	TR10567-c0_g8_i1	TR2063-c0_g3_i1	TR21924-c1_g12_i1
o1437	TR26916-c0_g1_i1	TR35528-c0_g2_i1	TR21947-c0_g2_i1
o1438	TR27662-c0_g1_i1	TR36065-c0_g3_i1	TR21950-c0_g1_i1
o1439	TR23301-c0_g6_i1	TR12733-c0_g3_i1	TR21966-c0_g8_i1
o1440	TR52479-c0_g5_i1	TR13013-c0_g2_i1	TR21974-c0_g1_i2
o1441	TR31294-c1_g7_i1	TR37751-c0_g1_i1	TR21984-c1_g2_i1
o1442	TR32013-c0_g2_i1	TR31422-c3_g1_i1	TR35500-c0_g1_i1
o1443	TR14503-c1_g2_i3	TR35086-c1_g1_i1	Matched_to_other_by_FastOrtho
o1444	TR19187-c0_g1_i1	TR3732-c0_g1_i1	TR871-c0_g6_i1
o1445	TR6946-c0_g1_i1	TR18758-c0_g1_i2	Matched_to_other_by_FastOrtho
o1446	TR35875-c0_g1_i2	TR49010-c0_g1_i1	TR7181-c0_g5_i2
o1447	TR32319-c0_g1_i1	TR25435-c0_g1_i1	TR38237-c1_g1_i1
o1448	TR12280-c0_g4_i1	TR43032-c1_g3_i1	TR6223-c1_g3_i1
o1449	TR29700-c3_g7_i1	TR6733-c0_g2_i1	TR36939-c0_g7_i1
o1450	TR37624-c0_g1_i1	TR46846-c0_g1_i1	TR8726-c0_g2_i1
o1451	TR36303-c2_g9_i1	TR34800-c0_g10_i1	TR41259-c0_g1_i1
o1452	TR11068-c0_g1_i1	Matched_to_other_by_FastOrtho	TR46805-c0_g2_i1
o1453	TR32614-c0_g1_i1	TR44151-c5_g1_i1	TR41703-c5_g3_i1
o1454	TR36303-c2_g3_i2	TR34800-c0_g9_i2	TR41259-c0_g2_i2
o1455	TR52227-c0_g1_i1	TR9100-c4_g3_i1	TR4126-c0_g1_i1
o1456	TR40523-c1_g1_i1	TR36592-c0_g1_i1	TR41269-c1_g1_i1
o1457	TR53314-c2_g2_i1	TR28731-c3_g1_i1	TR36932-c0_g3_i1
o1458	TR34651-c0_g5_i1	TR19383-c0_g3_i1	TR17210-c0_g6_i1
o1459	TR29817-c1_g1_i1	TR48450-c0_g10_i1	TR24435-c1_g2_i1
o1460	TR37452-c0_g2_i1	TR48316-c0_g3_i1	TR17242-c0_g1_i1
o1461	Matched_to_other_by_FastOrtho	TR33080-c0_g1_i2	TR24412-c0_g2_i1
o1462	TR16690-c0_g2_i1	TR290-c0_g1_i3	TR24432-c1_g1_i2
o1463	TR17909-c0_g1_i1	TR31010-c0_g5_i2	TR244-c0_g3_i2
o1464	Matched_to_other_by_FastOrtho	TR18276-c1_g4_i1	TR24411-c1_g1_i2
o1465	TR25841-c0_g3_i1	TR45693-c0_g2_i1	TR24366-c7_g2_i1
o1466	TR11688-c0_g5_i2	TR39552-c0_g2_i6	TR24349-c0_g1_i1
o1467	TR50615-c1_g2_i1	TR28118-c0_g2_i1	TR24354-c1_g1_i1
o1468	TR4227-c0_g1_i1	TR4257-c0_g1_i1	TR17280-c1_g1_i1
o1469	TR14231-c0_g1_i1	TR34857-c0_g1_i1	Matched_to_other_by_FastOrtho
o1470	TR483-c0_g3_i2	TR47717-c2_g1_i1	TR2618-c0_g1_i1
o1471	TR32682-c2_g1_i1	Matched_to_other_by_FastOrtho	TR17178-c0_g1_i1
o1472	TR38753-c2_g2_i1	TR49409-c0_g2_i1	TR26169-c0_g1_i1
o1473	TR15909-c1_g1_i1	TR8469-c1_g1_i1	TR26130-c1_g1_i1
o1474	TR47515-c1_g2_i2	TR22670-c2_g2_i1	TR26156-c0_g5_i1
o1475	TR8652-c3_g1_i4	TR7067-c0_g3_i1	TR2616-c0_g7_i1
o1476	TR24082-c0_g1_i1	TR42836-c0_g3_i1	TR1718-c0_g1_i3
o1477	TR53562-c0_g1_i1	TR33689-c0_g2_i1	TR8697-c0_g1_i1
o1478	TR39447-c1_g5_i1	TR27386-c0_g2_i2	TR17667-c0_g3_i1
o1479	TR50429-c0_g2_i1	TR31856-c0_g2_i2	TR17717-c0_g1_i1
o1480	TR28842-c0_g1_i1	TR22773-c0_g1_i1	TR44953-c2_g1_i1
o1481	TR44942-c0_g1_i1	TR32370-c0_g1_i1	TR20887-c0_g1_i1
o1482	TR61258-c5_g7_i6	TR41967-c0_g1_i1	TR15763-c0_g2_i1
o1483	TR25464-c0_g1_i1	TR39214-c0_g1_i1	TR15767-c0_g1_i2
o1484	TR57380-c0_g1_i1	TR7553-c0_g5_i1	TR34592-c1_g4_i1
o1485	TR46252-c0_g1_i1	TR12637-c0_g2_i1	TR20804-c0_g1_i1
o1486	TR29485-c3_g15_i2	TR30285-c0_g2_i2	Matched_to_other_by_FastOrtho
o1487	TR14235-c4_g7_i1	TR41575-c0_g2_i1	TR20805-c0_g2_i2
o1488	TR47385-c0_g1_i1	TR7895-c1_g1_i2	TR20842-c0_g4_i1
o1489	TR38739-c1_g1_i1	TR39677-c0_g1_i1	Matched_to_other_by_FastOrtho
o1490	TR20308-c0_g1_i1	TR7394-c0_g1_i4	TR32852-c1_g2_i1
o1491	TR61516-c0_g1_i1	TR33286-c0_g1_i3	TR35639-c0_g1_i1
o1492	TR17398-c0_g2_i1	TR31278-c0_g1_i1	TR32808-c1_g1_i1
o1493	TR16003-c1_g4_i1	TR26867-c0_g2_i1	TR15788-c0_g1_i1
o1494	TR10338-c0_g1_i1	TR9567-c0_g1_i2	TR32797-c0_g1_i1
o1495	TR32838-c2_g1_i2	Matched_to_other_by_FastOrtho	TR32838-c0_g1_i1
o1496	TR36148-c0_g1_i1	TR42118-c0_g4_i1	TR32827-c0_g1_i1
o1497	TR47000-c0_g2_i1	TR6421-c0_g1_i1	TR15789-c0_g1_i1
o1498	TR57947-c1_g4_i1	TR51175-c4_g2_i2	TR10483-c2_g1_i1
o1499	TR57947-c1_g6_i1	TR51175-c4_g3_i1	TR10483-c2_g2_i1
o1500	Matched_to_other_by_FastOrtho	TR24722-c0_g5_i1	TR8961-c0_g1_i1
o1501	TR58312-c0_g2_i1	TR8783-c0_g1_i1	TR39050-c0_g1_i2
o1502	TR16624-c0_g4_i1	TR45334-c1_g4_i1	TR34527-c0_g1_i1
o1503	Matched_to_other_by_FastOrtho	TR44938-c0_g5_i1	TR10385-c0_g3_i1
o1504	TR39497-c0_g1_i1	TR34673-c0_g1_i1	TR10388-c2_g1_i1
o1505	TR37540-c1_g4_i1	TR13125-c0_g5_i2	TR10407-c1_g1_i1
o1506	TR27119-c0_g1_i2	TR8946-c0_g2_i1	TR10415-c0_g2_i1
o1507	TR42637-c0_g1_i1	Matched_to_other_by_FastOrtho	TR10422-c0_g1_i2
o1508	TR42637-c0_g4_i1	TR28921-c0_g1_i2	TR10422-c0_g1_i3
o1509	TR53960-c0_g2_i1	TR42452-c0_g1_i1	TR10450-c0_g1_i1
o1510	TR16171-c0_g1_i2	TR25359-c0_g1_i1	Matched_to_other_by_FastOrtho
o1511	TR1726-c0_g1_i1	TR44074-c0_g1_i1	TR33605-c0_g1_i1
o1512	TR57247-c0_g1_i2	TR7144-c0_g1_i1	TR33607-c0_g1_i1
o1513	TR33648-c2_g12_i1	TR4689-c1_g3_i2	TR34519-c0_g2_i1
o1514	TR43904-c1_g7_i1	TR13705-c1_g5_i2	Matched_to_other_by_FastOrtho
o1515	TR19364-c0_g1_i1	TR40352-c0_g2_i2	TR33569-c0_g1_i1
o1516	TR26669-c2_g2_i1	TR49779-c0_g2_i1	TR33574-c5_g7_i2
o1517	TR24821-c1_g15_i3	TR27168-c1_g1_i4	TR26343-c1_g1_i1
o1518	TR38180-c0_g3_i1	TR26119-c0_g5_i2	TR33589-c0_g1_i1
o1519	TR38180-c0_g4_i1	TR26119-c0_g4_i2	TR33589-c1_g1_i1
o1520	TR45332-c0_g1_i1	TR38590-c0_g1_i1	TR33591-c0_g1_i2
o1521	TR36488-c2_g2_i3	TR31227-c1_g1_i1	TR336-c1_g1_i1
o1522	TR28889-c0_g1_i1	TR28774-c0_g1_i1	TR34501-c0_g1_i1
o1523	TR11929-c0_g2_i1	Matched_to_other_by_FastOrtho	TR9566-c0_g1_i1
o1524	TR41285-c1_g1_i1	TR32271-c1_g1_i1	TR34498-c1_g1_i1
o1525	TR52255-c0_g1_i1	Matched_to_other_by_FastOrtho	TR6717-c0_g1_i1
o1526	TR60441-c0_g2_i1	TR668-c1_g1_i1	TR38873-c0_g1_i1
o1527	TR53405-c0_g2_i3	TR34639-c0_g1_i1	TR13879-c1_g1_i1
o1528	TR40102-c0_g2_i1	TR19714-c0_g1_i1	TR38836-c0_g1_i1
o1529	TR43904-c1_g8_i1	TR13705-c1_g1_i1	TR36881-c0_g1_i2
o1530	TR36594-c0_g3_i2	TR29541-c0_g1_i1	TR38931-c1_g3_i1
o1531	TR55510-c0_g1_i1	TR17524-c0_g1_i3	TR38931-c1_g4_i1
o1532	TR6736-c0_g2_i1	TR46993-c0_g1_i1	TR38901-c0_g4_i1
o1533	TR55077-c1_g1_i1	TR10266-c0_g1_i1	TR31240-c0_g2_i1
o1534	TR28024-c0_g1_i1	TR23660-c0_g1_i1	TR38939-c0_g1_i1
o1535	TR55717-c0_g1_i1	TR17323-c0_g1_i1	Matched_to_other_by_FastOrtho
o1536	TR41334-c1_g6_i4	TR14654-c0_g2_i1	TR9256-c6_g3_i4
o1537	TR18333-c1_g1_i2	TR11329-c4_g1_i3	TR40594-c0_g1_i1
o1538	TR40932-c0_g1_i1	TR29447-c0_g1_i1	TR7502-c0_g1_i1
o1539	TR30291-c0_g1_i1	Matched_to_other_by_FastOrtho	TR13873-c0_g1_i2
o1540	TR33135-c0_g1_i2	TR43685-c0_g1_i3	TR42834-c0_g2_i2
o1541	TR5078-c0_g7_i3	TR46496-c0_g1_i1	TR44988-c1_g1_i1
o1542	TR23874-c1_g1_i1	TR31995-c0_g1_i1	TR44973-c0_g1_i1
o1543	TR54805-c0_g2_i1	TR21069-c0_g4_i1	TR4284-c0_g1_i1
o1544	TR21998-c0_g2_i1	TR42741-c1_g4_i1	TR44940-c0_g5_i1
o1545	TR45730-c2_g2_i1	TR50017-c0_g1_i1	Matched_to_other_by_FastOrtho
o1546	TR35400-c0_g1_i1	TR40350-c3_g2_i1	TR37272-c1_g1_i1
o1547	TR35400-c0_g3_i1	TR40350-c3_g3_i1	TR37272-c1_g2_i1
o1548	TR55129-c0_g1_i2	TR10074-c0_g2_i2	Matched_to_other_by_FastOrtho
o1549	TR55129-c0_g2_i2	TR10074-c0_g1_i2	TR3728-c0_g6_i1
o1550	TR19491-c0_g8_i1	TR38306-c0_g1_i1	TR37224-c0_g1_i1
o1551	TR14194-c2_g3_i2	TR11984-c0_g1_i2	TR37256-c9_g2_i2
o1552	TR42973-c0_g5_i1	TR39503-c0_g2_i1	TR37257-c3_g1_i2
o1553	TR42973-c0_g4_i1	TR39503-c1_g2_i1	TR37257-c3_g3_i1
o1554	TR43662-c1_g1_i2	TR15381-c0_g1_i1	TR37286-c0_g1_i1
o1555	TR36833-c1_g1_i2	Matched_to_other_by_FastOrtho	TR13886-c0_g3_i1
o1556	TR11209-c1_g1_i1	TR39177-c0_g3_i2	TR40618-c0_g7_i1
o1557	TR11209-c0_g1_i1	TR39177-c0_g5_i1	Matched_to_other_by_FastOrtho
o1558	TR21389-c0_g1_i1	TR27331-c0_g5_i2	TR40611-c1_g1_i2
o1559	Matched_to_other_by_FastOrtho	TR27331-c0_g1_i2	TR40611-c1_g1_i1
o1560	TR57197-c0_g1_i6	TR36807-c0_g2_i1	TR36229-c0_g1_i1
o1561	TR13763-c1_g1_i9	TR44725-c0_g4_i10	TR17910-c0_g2_i2
o1562	TR10276-c0_g1_i1	TR2681-c0_g1_i1	TR40560-c0_g1_i1
o1563	TR40728-c1_g3_i1	TR461-c0_g2_i2	TR40549-c0_g2_i1
o1564	TR34255-c0_g1_i1	TR36748-c0_g2_i2	TR36188-c0_g1_i1
o1565	TR50747-c0_g1_i1	TR10069-c0_g1_i1	Matched_to_other_by_FastOrtho
o1566	TR4556-c1_g1_i1	TR35659-c1_g1_i1	TR36225-c1_g1_i1
o1567	TR533-c0_g2_i1	TR10608-c0_g1_i1	TR36227-c1_g1_i1
o1568	TR25914-c0_g5_i1	TR31711-c1_g2_i2	TR36138-c2_g2_i4
o1569	Matched_to_other_by_FastOrtho	TR37608-c0_g1_i1	TR3614-c0_g2_i1
o1570	TR25988-c0_g1_i1	TR23014-c2_g1_i1	TR36159-c0_g4_i1
o1571	TR19992-c0_g2_i4	TR29026-c0_g4_i1	TR36169-c0_g6_i1
o1572	TR10638-c0_g1_i1	TR3338-c0_g1_i1	TR42761-c0_g1_i1
o1573	TR29457-c0_g1_i1	TR24762-c0_g1_i1	TR39879-c0_g1_i1
o1574	TR3915-c0_g5_i1	TR8500-c2_g1_i1	TR5016-c0_g3_i2
o1575	TR41313-c2_g2_i2	TR1446-c0_g1_i1	Matched_to_other_by_FastOrtho
o1576	TR3915-c0_g4_i2	TR17931-c0_g1_i1	TR5016-c0_g2_i1
o1577	TR19367-c1_g3_i1	TR27533-c0_g1_i3	TR17921-c2_g1_i2
o1578	TR3028-c5_g1_i1	TR24349-c4_g1_i1	TR5000-c0_g2_i1
o1579	TR26125-c0_g1_i1	TR5594-c0_g2_i1	TR46835-c2_g4_i1
o1580	TR4731-c2_g1_i1	TR19873-c0_g6_i1	TR4997-c2_g5_i1
o1581	TR33625-c0_g2_i1	Matched_to_other_by_FastOrtho	TR31080-c0_g1_i1
o1582	TR15141-c0_g1_i1	TR30599-c0_g5_i1	TR31115-c0_g1_i1
o1583	TR34615-c2_g3_i1	TR43042-c0_g1_i1	TR31118-c0_g1_i1
o1584	TR27712-c0_g1_i1	TR6226-c0_g1_i1	TR31120-c0_g1_i1
o1585	TR1871-c0_g8_i2	TR26939-c0_g7_i1	TR31148-c0_g1_i1
o1586	TR1871-c0_g2_i1	TR26939-c0_g2_i2	TR31148-c0_g5_i1
o1587	TR22587-c1_g1_i1	TR17139-c0_g1_i1	Matched_to_other_by_FastOrtho
o1588	TR57516-c1_g1_i2	TR22272-c2_g1_i1	TR31167-c0_g1_i1
o1589	TR18790-c0_g1_i1	TR5823-c0_g3_i1	TR31169-c0_g3_i1
o1590	TR58119-c1_g1_i1	TR28835-c0_g1_i1	TR13824-c0_g1_i2
o1591	TR16878-c0_g2_i1	TR43571-c1_g5_i1	TR4350-c0_g11_i1
o1592	TR31702-c0_g8_i1	TR33469-c0_g1_i1	TR43495-c0_g1_i1
o1593	TR5703-c1_g4_i1	TR6386-c1_g3_i1	TR43532-c0_g1_i1
o1594	TR55316-c0_g2_i1	TR1304-c0_g1_i1	TR43528-c0_g4_i1
o1595	TR6032-c1_g5_i2	TR38648-c0_g5_i1	TR43516-c0_g2_i1
o1596	TR46607-c0_g2_i1	TR20189-c0_g2_i1	Matched_to_other_by_FastOrtho
