carb	flav	macro
TR43302-c0_g1_i1	TR51025-c0_g1_i1	TR21989-c1_g2_i1
TR14069-c0_g1_i1	TR18404-c0_g1_i1	TR21996-c0_g2_i1
TR4955-c0_g1_i1	TR47559-c0_g6_i1	TR21998-c1_g2_i1
TR57891-c0_g1_i1	TR20692-c0_g2_i1	TR220-c0_g1_i1
TR45438-c1_g1_i1	TR31675-c0_g6_i1	TR22002-c0_g1_i1
TR14596-c1_g1_i2	TR11717-c0_g6_i1	TR22019-c0_g1_i2
TR59216-c1_g2_i2	TR32390-c0_g1_i1	TR2203-c0_g2_i1
TR40765-c0_g2_i5	TR14792-c1_g3_i1	TR22066-c0_g1_i2
TR19257-c0_g6_i2	TR2940-c0_g1_i1	TR22067-c0_g1_i1
TR19257-c0_g11_i1	TR17073-c0_g4_i1	TR22067-c2_g1_i6
TR13729-c0_g1_i2	TR2283-c1_g3_i1	TR22116-c0_g1_i1
TR7699-c0_g1_i3	TR5379-c0_g2_i2	TR22133-c0_g1_i1
TR41245-c2_g5_i2	TR12822-c1_g1_i1	TR22138-c0_g1_i1
TR51188-c0_g1_i1	TR36552-c0_g4_i1	TR22139-c0_g1_i1
TR49551-c0_g1_i3	TR19735-c0_g3_i1	TR22142-c0_g1_i1
TR33104-c0_g1_i1	TR44502-c0_g1_i1	TR2219-c0_g1_i1
TR20889-c0_g1_i2	TR26904-c0_g1_i1	TR22199-c0_g2_i1
TR13144-c1_g6_i2	TR44288-c0_g4_i2	TR22205-c1_g1_i2
TR13144-c1_g4_i1	TR44288-c0_g7_i1	TR22205-c1_g6_i1
TR12089-c2_g4_i1	TR9100-c7_g1_i1	TR22206-c1_g1_i2
TR447-c0_g2_i1	TR19523-c0_g8_i1	TR22206-c2_g6_i1
TR24242-c0_g1_i1	TR26019-c2_g4_i1	TR22206-c4_g2_i1
TR24815-c1_g2_i1	TR33813-c1_g2_i2	TR22214-c0_g3_i1
TR55602-c1_g7_i1	TR9050-c0_g1_i1	TR2222-c0_g5_i6
TR28683-c0_g1_i1	TR34543-c0_g4_i2	TR22243-c0_g1_i1
TR23431-c2_g1_i1	TR19590-c2_g2_i1	TR22252-c0_g2_i1
TR21669-c1_g2_i3	TR25794-c0_g3_i2	TR22275-c0_g1_i1
TR49001-c0_g1_i1	TR44429-c0_g2_i2	TR2229-c2_g6_i1
TR39631-c0_g11_i1	TR34030-c0_g3_i1	TR22293-c1_g4_i1
TR5520-c0_g3_i2	TR17843-c1_g3_i1	TR22297-c0_g4_i1
TR11082-c0_g1_i1	TR9844-c0_g1_i1	TR22318-c1_g1_i1
TR46892-c0_g1_i1	TR12316-c0_g2_i1	TR2234-c0_g2_i1
TR23590-c0_g4_i1	TR14259-c1_g3_i1	TR22403-c0_g2_i1
TR52985-c0_g1_i1	TR46283-c0_g1_i2	TR22412-c0_g1_i1
TR17321-c0_g1_i1	TR47962-c0_g3_i1	TR22414-c1_g1_i1
TR13285-c1_g1_i1	TR23166-c0_g1_i1	TR22415-c0_g1_i3
TR26014-c1_g1_i1	NA	TR22427-c0_g1_i1
TR30567-c1_g5_i1	TR22175-c1_g1_i2	TR22429-c0_g8_i1
TR29910-c0_g4_i1	TR23135-c1_g1_i1	TR22440-c0_g1_i1
TR13267-c1_g4_i1	TR14782-c0_g2_i1	TR22443-c0_g1_i1
TR26926-c0_g12_i2	TR7616-c0_g1_i1	TR22445-c0_g2_i1
TR57280-c9_g1_i1	TR39034-c3_g1_i1	TR22456-c2_g1_i1
TR47954-c1_g2_i1	TR50328-c1_g1_i1	TR22456-c3_g1_i1
TR45422-c0_g2_i1	TR36682-c0_g1_i1	TR22467-c0_g2_i1
TR8309-c3_g1_i4	TR19423-c0_g2_i1	TR22474-c1_g1_i1
TR11049-c0_g1_i1	TR11496-c0_g2_i1	TR2248-c0_g1_i1
TR6147-c5_g1_i1	TR24611-c2_g2_i1	TR22485-c1_g1_i1
TR33527-c0_g1_i1	TR17122-c1_g1_i1	TR22501-c2_g1_i1
TR29111-c1_g1_i1	TR19628-c2_g1_i2	NA
TR38702-c1_g1_i1	TR1677-c0_g1_i1	TR22513-c0_g4_i1
TR14588-c0_g2_i1	TR40971-c0_g4_i1	TR22531-c0_g1_i2
TR33500-c0_g3_i1	TR26137-c0_g1_i1	TR22563-c4_g1_i1
TR33103-c0_g1_i1	TR40002-c0_g1_i1	TR22580-c0_g1_i1
TR29161-c0_g2_i1	TR1701-c0_g1_i1	TR22580-c2_g1_i1
TR43683-c2_g2_i1	TR1836-c4_g2_i1	TR22587-c0_g1_i1
TR36900-c0_g1_i2	TR3251-c0_g1_i1	TR22652-c0_g1_i1
TR43022-c0_g5_i2	TR11866-c0_g5_i1	NA
TR36873-c0_g1_i1	TR11788-c0_g1_i1	TR22690-c1_g1_i1
TR29072-c0_g1_i1	TR29659-c0_g2_i2	TR22695-c0_g4_i1
TR4036-c0_g7_i1	TR33150-c0_g1_i1	TR22701-c0_g1_i1
TR56894-c1_g2_i1	TR5220-c0_g1_i1	TR2271-c2_g3_i1
TR33906-c0_g1_i1	TR32599-c1_g1_i1	TR22714-c1_g1_i1
TR50275-c0_g2_i1	TR17930-c0_g1_i1	TR22716-c1_g1_i1
TR27361-c1_g2_i1	TR41531-c1_g1_i1	TR22725-c1_g7_i1
TR40444-c2_g1_i1	TR21963-c0_g2_i1	TR22730-c0_g2_i1
TR20151-c0_g1_i2	TR51375-c2_g1_i5	TR22743-c1_g1_i1
TR51515-c0_g1_i1	TR51237-c0_g1_i1	TR22746-c0_g1_i1
TR32338-c0_g2_i2	TR13384-c0_g1_i1	TR22746-c1_g1_i1
TR60800-c0_g5_i2	TR28370-c13_g1_i7	TR22747-c0_g3_i2
TR19310-c0_g1_i4	TR50716-c0_g1_i1	TR22758-c0_g1_i1
TR28800-c0_g3_i1	TR2605-c0_g1_i1	TR22786-c1_g1_i1
TR45739-c0_g1_i1	TR50559-c0_g1_i1	TR22793-c1_g1_i2
TR22992-c0_g4_i1	TR49063-c0_g5_i3	TR22799-c0_g3_i1
TR22992-c0_g7_i1	TR49063-c0_g1_i1	TR22799-c0_g4_i1
TR18621-c0_g1_i1	TR31393-c0_g2_i2	TR22814-c0_g2_i5
TR47245-c0_g2_i1	TR34913-c1_g1_i1	TR22848-c0_g3_i1
TR5226-c0_g1_i1	TR18820-c0_g1_i2	TR22853-c0_g1_i1
TR53302-c0_g1_i1	TR37761-c0_g2_i1	TR22860-c1_g2_i1
TR23408-c2_g1_i2	TR14855-c1_g2_i2	TR22862-c3_g1_i1
TR49200-c0_g1_i1	TR50564-c0_g2_i1	TR22862-c8_g1_i3
TR3661-c0_g1_i1	TR24032-c0_g3_i1	TR22864-c0_g2_i1
TR7495-c2_g4_i1	NA	TR22866-c0_g13_i2
TR7495-c2_g5_i3	TR34504-c3_g3_i2	TR22866-c0_g9_i1
TR28713-c0_g3_i1	TR35727-c0_g1_i3	TR22904-c0_g2_i3
TR53835-c0_g8_i2	TR4697-c0_g2_i1	TR22905-c0_g1_i1
TR22813-c0_g3_i1	TR35182-c0_g1_i1	TR22906-c1_g1_i1
TR19763-c0_g1_i1	TR39927-c0_g1_i1	TR22908-c0_g1_i1
TR34996-c0_g1_i1	TR18963-c0_g4_i4	TR22933-c1_g2_i1
TR34075-c1_g1_i3	TR49670-c0_g1_i1	TR22938-c0_g1_i2
TR50322-c1_g1_i1	TR16699-c0_g1_i1	TR22942-c0_g1_i1
TR29646-c0_g1_i2	TR44812-c0_g1_i1	TR22960-c0_g1_i3
TR45272-c0_g2_i1	TR43953-c0_g1_i1	TR22981-c0_g1_i1
TR14920-c3_g2_i1	TR1993-c4_g1_i3	TR22984-c2_g9_i3
TR46730-c0_g2_i1	TR47376-c0_g1_i1	TR22986-c0_g1_i1
TR36554-c0_g1_i1	TR15011-c0_g1_i2	TR22991-c0_g1_i1
TR4901-c0_g2_i1	TR27410-c0_g1_i3	TR23025-c1_g1_i2
TR23247-c2_g2_i1	TR27410-c0_g4_i2	TR23025-c2_g3_i1
TR23247-c0_g1_i1	TR27410-c0_g7_i1	TR23025-c2_g6_i1
TR58761-c0_g5_i1	TR17763-c1_g1_i1	TR23029-c0_g1_i1
TR29762-c2_g8_i2	TR32778-c3_g1_i1	TR23038-c2_g5_i1
TR8721-c0_g3_i1	TR5377-c0_g1_i1	TR23043-c0_g4_i1
TR33833-c0_g3_i1	TR29577-c0_g2_i1	TR23054-c2_g1_i1
TR36952-c0_g2_i1	NA	TR23054-c3_g2_i1
TR59490-c0_g1_i1	TR4137-c0_g1_i1	TR23071-c2_g3_i1
TR8276-c0_g1_i1	TR36708-c0_g1_i1	TR23079-c0_g3_i1
TR51835-c1_g3_i1	TR4243-c0_g3_i1	TR23079-c3_g2_i5
TR20107-c0_g8_i1	NA	TR2308-c0_g1_i1
TR41004-c1_g2_i1	TR14275-c0_g3_i3	TR23104-c0_g1_i1
TR15564-c0_g4_i1	TR2039-c1_g2_i3	TR23107-c1_g6_i1
TR25737-c0_g1_i1	TR41842-c0_g1_i1	TR23113-c0_g2_i1
TR53166-c0_g1_i1	TR28904-c0_g3_i1	TR23123-c0_g3_i1
TR46802-c0_g1_i1	TR33173-c1_g1_i1	TR23132-c0_g1_i1
TR21402-c5_g2_i2	TR40978-c0_g1_i1	TR23133-c0_g3_i1
TR9854-c0_g3_i1	TR43195-c0_g3_i1	TR23138-c1_g1_i1
TR9854-c0_g1_i1	TR43195-c0_g2_i1	TR23138-c2_g2_i1
TR42229-c0_g1_i1	TR42977-c0_g6_i3	TR2316-c0_g3_i1
TR42229-c0_g9_i1	TR42977-c0_g1_i1	TR2316-c0_g5_i1
TR33309-c0_g1_i1	TR23711-c1_g1_i2	TR23162-c0_g1_i1
TR51850-c0_g4_i1	TR47338-c0_g3_i1	TR23192-c0_g1_i1
TR37638-c0_g2_i1	TR15497-c0_g1_i1	TR23193-c1_g1_i2
TR2896-c0_g1_i1	TR20731-c0_g1_i1	TR23199-c0_g2_i1
TR61473-c0_g1_i1	TR21447-c0_g7_i1	TR23208-c0_g6_i2
TR43292-c0_g1_i1	TR12838-c0_g1_i1	TR23236-c0_g1_i1
TR48091-c2_g2_i1	TR36984-c0_g2_i2	TR23253-c0_g2_i1
TR53174-c0_g1_i1	TR14199-c0_g2_i1	TR23265-c0_g1_i1
TR22844-c0_g1_i2	TR28761-c1_g3_i1	TR23285-c0_g3_i1
TR56384-c0_g1_i1	TR7887-c0_g1_i1	TR23288-c1_g1_i1
TR26411-c0_g6_i1	TR29975-c1_g1_i1	TR23290-c1_g13_i2
TR26411-c0_g5_i1	TR29975-c1_g3_i1	TR23290-c1_g13_i4
TR21625-c0_g2_i2	TR13070-c0_g1_i2	TR2331-c0_g1_i1
TR23117-c0_g1_i1	TR21448-c0_g1_i1	TR23313-c0_g2_i1
TR38428-c0_g2_i1	TR51063-c0_g1_i1	TR23315-c1_g6_i2
TR30317-c0_g4_i2	TR27504-c0_g1_i1	TR23318-c0_g1_i1
TR42390-c0_g5_i4	TR30231-c0_g1_i1	TR23329-c0_g1_i2
TR32815-c0_g1_i1	TR13314-c0_g1_i1	TR23345-c1_g5_i1
TR54213-c0_g1_i1	TR309-c0_g1_i3	TR23346-c0_g1_i1
TR53591-c0_g2_i1	TR46087-c0_g1_i1	TR23359-c0_g1_i1
TR31399-c0_g1_i1	TR18198-c0_g1_i1	TR23373-c0_g1_i1
TR40671-c0_g1_i1	TR3725-c0_g1_i1	TR23379-c0_g2_i1
TR51791-c0_g2_i1	TR18403-c0_g4_i3	TR23403-c0_g11_i1
TR50725-c0_g3_i1	TR10985-c0_g3_i1	TR23479-c0_g1_i2
TR47992-c0_g1_i1	TR27454-c0_g1_i1	TR235-c3_g3_i1
NA	TR42327-c0_g3_i1	TR235-c3_g3_i2
TR2803-c0_g4_i1	TR42798-c0_g1_i2	TR23505-c1_g2_i1
TR33162-c2_g3_i1	TR23107-c0_g7_i1	TR23506-c0_g2_i1
TR10894-c0_g1_i1	TR3983-c0_g1_i1	TR23513-c0_g1_i1
TR21280-c0_g2_i1	TR35820-c0_g1_i1	TR23513-c2_g1_i1
TR48468-c0_g1_i1	TR48090-c0_g3_i1	TR23514-c0_g5_i1
TR56085-c1_g1_i1	TR13168-c0_g4_i4	TR23526-c0_g1_i1
TR47035-c0_g2_i1	TR49794-c0_g2_i1	TR2355-c1_g1_i1
NA	TR7181-c0_g1_i1	TR2358-c1_g4_i1
TR52472-c0_g1_i3	TR8174-c0_g2_i1	TR23587-c0_g3_i1
TR35547-c0_g1_i1	TR18075-c0_g1_i1	TR23597-c0_g4_i1
TR6634-c0_g1_i1	TR15144-c0_g2_i1	TR23601-c0_g1_i1
TR30698-c0_g1_i1	TR428-c0_g2_i1	TR2363-c6_g1_i1
TR29489-c2_g3_i1	TR44705-c0_g1_i1	TR23648-c0_g6_i1
TR41080-c1_g2_i1	TR17444-c1_g1_i1	TR2369-c1_g2_i1
TR32770-c1_g1_i1	TR50696-c0_g1_i1	TR2369-c1_g5_i1
TR5144-c0_g1_i1	TR33102-c0_g2_i2	TR23695-c0_g2_i1
TR34589-c0_g2_i1	TR26329-c0_g1_i1	TR23708-c0_g2_i1
TR45289-c3_g1_i1	TR26723-c1_g1_i1	TR23715-c0_g1_i1
TR32238-c0_g2_i1	TR6269-c0_g2_i1	TR23717-c1_g2_i1
TR1379-c0_g1_i7	TR22149-c0_g1_i1	TR23725-c0_g1_i1
TR36430-c0_g4_i1	TR25193-c0_g1_i1	TR23747-c1_g1_i1
TR3168-c0_g3_i1	TR9967-c0_g2_i1	TR23757-c0_g2_i1
TR3168-c0_g1_i1	TR9967-c0_g1_i1	TR23757-c1_g1_i1
TR60690-c0_g3_i1	TR36250-c0_g2_i3	TR23766-c1_g4_i1
TR40663-c1_g1_i1	TR14328-c0_g1_i2	TR23770-c1_g1_i1
TR40663-c1_g2_i1	TR14328-c0_g1_i1	TR23770-c1_g2_i1
TR40663-c1_g5_i1	TR14328-c0_g4_i1	TR23770-c1_g7_i1
TR6994-c0_g7_i1	TR39490-c0_g2_i2	TR23778-c0_g4_i1
TR53678-c0_g3_i1	TR18719-c1_g1_i1	TR2378-c1_g1_i1
TR39724-c0_g2_i3	TR1697-c0_g2_i1	TR23791-c0_g3_i2
TR30513-c1_g1_i2	TR2517-c0_g2_i1	TR23806-c2_g1_i3
TR51432-c0_g2_i1	TR23679-c0_g1_i2	TR23809-c0_g1_i1
TR52837-c0_g1_i1	TR50051-c1_g5_i1	TR23814-c0_g1_i1
TR6259-c2_g1_i3	TR49264-c0_g1_i2	TR23818-c0_g1_i1
TR6259-c3_g4_i3	TR24053-c1_g3_i1	TR23818-c1_g2_i2
TR59570-c1_g1_i1	TR28219-c1_g1_i1	TR23822-c0_g1_i3
TR31641-c0_g2_i1	TR12961-c0_g3_i1	TR23829-c2_g1_i1
TR48911-c0_g4_i1	TR21308-c0_g1_i1	TR23830-c0_g1_i1
TR46940-c1_g5_i1	TR7810-c2_g2_i2	TR23835-c5_g11_i1
TR30051-c0_g1_i3	TR45023-c0_g1_i1	TR23837-c0_g1_i1
TR61177-c0_g7_i2	TR12101-c0_g2_i1	TR23840-c1_g2_i1
TR4677-c1_g2_i2	TR3074-c2_g1_i1	TR23842-c0_g1_i1
TR20638-c0_g1_i1	TR45724-c0_g5_i1	TR2385-c0_g1_i1
TR52057-c0_g2_i1	TR10275-c0_g4_i1	TR23861-c0_g2_i1
TR11807-c1_g1_i2	TR16669-c1_g2_i1	TR23863-c0_g1_i1
TR19476-c1_g13_i1	TR4311-c0_g12_i1	TR23867-c0_g8_i1
TR4743-c1_g1_i1	TR20699-c1_g1_i1	TR2388-c1_g1_i1
TR132-c0_g1_i1	TR6234-c0_g1_i1	TR2395-c0_g2_i1
TR21612-c5_g5_i1	TR15260-c2_g1_i2	TR23950-c1_g4_i1
TR26425-c0_g2_i1	TR21283-c0_g1_i1	TR2397-c0_g1_i1
TR6786-c1_g1_i1	TR47676-c0_g1_i1	TR23979-c0_g2_i1
TR6786-c2_g1_i1	NA	TR23979-c4_g7_i1
TR3987-c0_g2_i1	TR6002-c0_g2_i1	TR23990-c2_g1_i1
TR18429-c0_g3_i1	TR3115-c0_g1_i2	TR240-c1_g1_i1
TR25844-c1_g7_i2	TR27541-c0_g8_i4	TR24007-c4_g9_i1
TR52522-c5_g1_i3	TR8829-c0_g2_i1	TR24039-c0_g1_i1
TR18569-c0_g1_i1	TR25615-c1_g2_i1	TR24057-c0_g2_i1
TR13472-c1_g1_i1	TR3899-c0_g1_i1	TR24058-c2_g1_i1
TR43637-c0_g1_i1	TR28575-c0_g1_i1	TR24079-c0_g2_i1
TR60689-c0_g1_i1	TR44897-c0_g2_i1	TR24088-c1_g1_i1
TR46099-c0_g1_i1	TR48488-c0_g7_i1	TR24090-c0_g2_i1
TR34346-c1_g3_i1	TR30251-c0_g14_i1	TR2410-c0_g1_i1
TR28111-c1_g1_i1	TR29946-c0_g1_i1	TR24118-c0_g1_i1
TR53313-c6_g3_i1	TR42269-c0_g4_i1	TR24119-c3_g1_i1
TR24778-c0_g3_i1	TR22311-c0_g1_i1	TR24128-c0_g2_i5
TR22694-c3_g3_i1	TR32040-c0_g1_i1	TR24138-c5_g4_i1
TR15541-c0_g2_i1	TR21638-c0_g3_i1	TR24143-c1_g3_i3
TR2214-c1_g1_i1	TR1632-c0_g4_i1	TR24151-c0_g1_i1
TR56367-c0_g3_i1	TR19285-c2_g4_i1	TR24162-c0_g4_i1
TR33820-c0_g2_i2	TR684-c0_g2_i1	TR24184-c3_g1_i2
TR3810-c1_g4_i1	TR33279-c2_g1_i2	TR24192-c3_g3_i1
TR28038-c0_g2_i2	TR32892-c0_g2_i1	TR24195-c0_g1_i1
TR60148-c0_g15_i1	TR36939-c1_g3_i1	TR24200-c0_g7_i1
TR60148-c0_g2_i4	TR49425-c1_g3_i1	TR24200-c1_g1_i4
TR22377-c0_g2_i1	TR2364-c0_g1_i1	TR24207-c0_g1_i1
TR3425-c0_g2_i1	TR20637-c0_g1_i1	TR24211-c1_g1_i1
TR37577-c0_g1_i1	TR34231-c0_g1_i1	TR2422-c0_g2_i1
TR29428-c0_g2_i3	TR20303-c0_g1_i2	TR24221-c0_g2_i1
TR59977-c0_g2_i1	TR23729-c0_g1_i1	TR24263-c0_g1_i1
TR29700-c0_g1_i1	TR6524-c0_g1_i1	TR24270-c0_g1_i1
TR29700-c1_g1_i1	TR6733-c1_g1_i1	NA
NA	TR37400-c0_g4_i1	TR24280-c0_g4_i1
TR32763-c1_g1_i1	TR49033-c0_g1_i1	TR24287-c1_g9_i1
TR58698-c1_g1_i2	TR32406-c0_g2_i2	TR24288-c0_g1_i1
TR20227-c0_g1_i1	TR48946-c0_g1_i1	TR24309-c0_g1_i1
TR40370-c0_g1_i1	TR3677-c0_g1_i1	TR24328-c1_g1_i1
TR18528-c1_g4_i6	TR45312-c0_g2_i1	TR24344-c0_g1_i3
TR11688-c0_g5_i2	TR39552-c0_g2_i6	TR24349-c0_g1_i1
TR50615-c1_g2_i1	TR28118-c0_g2_i1	TR24354-c1_g1_i1
TR25841-c0_g3_i1	TR45693-c0_g2_i1	TR24366-c7_g2_i1
TR37740-c0_g1_i1	TR31010-c0_g2_i2	TR244-c0_g2_i2
TR17909-c0_g1_i1	TR31010-c0_g5_i2	TR244-c0_g3_i2
TR1373-c0_g1_i1	TR18276-c1_g4_i1	TR24411-c1_g1_i2
TR14061-c0_g1_i1	TR33080-c0_g1_i2	TR24412-c0_g2_i1
TR16690-c0_g2_i1	TR290-c0_g1_i3	TR24432-c1_g1_i2
TR29817-c1_g1_i1	TR48450-c0_g10_i1	TR24435-c1_g2_i1
TR29817-c1_g7_i1	TR48450-c0_g4_i1	TR24435-c1_g2_i2
TR52429-c1_g2_i8	TR17609-c0_g2_i2	TR24437-c0_g1_i1
TR52429-c1_g2_i1	TR17609-c0_g4_i1	TR24437-c0_g4_i1
TR23173-c1_g2_i1	TR5848-c0_g1_i1	TR24445-c0_g1_i1
TR6394-c0_g2_i1	TR305-c0_g7_i1	TR24459-c0_g1_i1
TR38671-c0_g3_i2	TR38026-c0_g2_i1	TR24471-c1_g3_i1
TR38671-c0_g6_i1	TR38026-c0_g8_i1	TR24471-c1_g7_i1
TR31147-c0_g1_i1	TR13204-c0_g1_i1	TR24490-c0_g1_i1
TR4980-c0_g4_i1	TR49952-c0_g1_i1	TR24519-c0_g1_i2
TR21086-c0_g3_i4	TR34818-c0_g4_i1	TR24541-c0_g6_i1
TR21086-c0_g5_i1	TR34818-c0_g3_i1	TR24541-c0_g9_i2
TR18598-c0_g1_i2	TR46860-c1_g1_i1	TR2455-c0_g2_i1
TR4540-c4_g4_i5	TR31485-c0_g2_i1	TR24567-c1_g4_i1
TR52471-c0_g1_i1	TR7045-c0_g1_i1	TR24578-c0_g1_i1
TR37669-c0_g2_i1	TR21825-c0_g2_i2	TR24579-c1_g1_i1
TR11339-c3_g33_i1	TR18953-c1_g2_i1	TR24598-c2_g54_i1
TR57056-c0_g1_i2	TR21727-c0_g1_i1	TR24601-c0_g1_i1
TR39125-c0_g1_i1	TR46386-c0_g1_i1	TR24602-c0_g1_i1
TR60697-c1_g1_i1	TR17109-c0_g6_i1	TR24603-c0_g1_i1
TR52842-c0_g2_i1	TR46630-c0_g1_i1	TR24611-c0_g2_i1
TR17982-c0_g1_i3	TR26371-c0_g4_i1	TR24627-c0_g1_i2
TR44573-c0_g2_i1	TR14420-c0_g1_i2	TR2463-c0_g1_i1
TR14740-c1_g4_i2	TR41931-c0_g2_i1	TR24644-c0_g3_i2
TR3030-c0_g7_i1	TR28406-c0_g1_i1	TR24666-c0_g1_i1
TR3206-c3_g10_i2	TR18073-c0_g10_i1	TR24699-c1_g5_i3
TR13816-c1_g2_i1	TR15602-c4_g1_i1	TR24727-c0_g1_i1
TR35923-c0_g6_i1	TR11432-c1_g2_i1	TR2473-c0_g4_i1
TR45353-c1_g2_i2	TR19955-c0_g4_i2	TR24756-c2_g4_i1
TR38709-c0_g2_i2	TR2221-c0_g1_i2	TR24764-c0_g1_i1
TR59955-c0_g1_i1	TR25220-c0_g1_i1	TR24776-c0_g1_i1
TR58025-c0_g2_i1	TR7051-c0_g9_i1	TR24778-c1_g1_i1
TR58025-c0_g1_i1	TR7051-c0_g7_i4	TR24778-c1_g2_i1
TR28081-c2_g1_i2	TR20395-c2_g2_i1	TR24818-c0_g1_i1
TR20072-c0_g2_i1	TR34408-c0_g1_i1	TR24822-c1_g2_i1
TR9334-c0_g1_i1	TR2830-c0_g1_i1	TR24834-c0_g1_i1
TR31116-c0_g1_i1	TR20233-c0_g1_i1	TR24850-c0_g2_i1
TR38270-c2_g3_i1	TR23383-c1_g6_i1	TR24851-c0_g1_i1
TR50995-c1_g8_i2	TR2510-c0_g2_i1	TR24857-c0_g1_i1
NA	TR28520-c0_g1_i1	TR24876-c0_g3_i3
TR772-c1_g5_i1	TR5132-c0_g3_i3	TR24885-c3_g1_i1
TR3760-c0_g3_i1	TR11668-c0_g3_i1	TR24894-c0_g1_i2
TR42433-c1_g5_i1	TR34452-c0_g1_i1	TR24902-c1_g1_i1
TR3720-c1_g1_i1	TR37851-c3_g7_i1	TR24935-c0_g5_i1
TR60070-c1_g1_i1	TR20243-c0_g1_i1	TR24937-c0_g1_i1
TR13129-c5_g9_i4	TR9812-c0_g3_i5	TR24938-c3_g1_i1
TR1088-c1_g2_i1	TR47556-c0_g3_i1	TR24947-c0_g2_i1
TR13436-c1_g2_i1	TR22872-c0_g1_i1	TR24974-c1_g1_i1
TR8807-c2_g1_i1	TR23-c1_g1_i1	TR24992-c3_g1_i2
TR23642-c0_g3_i1	TR3934-c0_g4_i2	TR25012-c1_g2_i1
TR52900-c1_g14_i1	TR12497-c0_g4_i1	TR25024-c0_g2_i1
TR52900-c0_g1_i1	TR32286-c0_g1_i1	TR25024-c0_g5_i1
TR52900-c1_g3_i1	TR12497-c0_g6_i1	TR25024-c0_g7_i1
TR29325-c0_g1_i1	TR43116-c0_g1_i1	TR25047-c0_g1_i1
TR30365-c0_g1_i1	TR2833-c0_g1_i3	TR25059-c1_g1_i2
TR22978-c0_g5_i2	TR39263-c1_g8_i1	TR25093-c0_g3_i1
TR22978-c0_g10_i1	TR39263-c1_g14_i3	TR25093-c0_g4_i1
TR37518-c0_g1_i1	TR11591-c0_g4_i1	TR251-c0_g1_i1
TR22813-c0_g4_i2	TR35182-c1_g1_i1	TR2510-c0_g1_i1
TR52847-c2_g3_i1	TR15553-c0_g1_i1	TR25105-c2_g2_i1
TR46402-c3_g7_i1	TR36952-c0_g2_i1	TR25109-c0_g2_i1
TR56835-c0_g1_i1	TR28978-c0_g1_i1	TR2513-c0_g2_i1
TR55063-c1_g5_i1	TR19594-c0_g3_i1	TR25131-c0_g1_i2
TR44858-c0_g1_i1	TR30503-c0_g2_i1	TR25136-c0_g1_i1
TR42135-c0_g2_i1	TR17977-c0_g1_i1	TR25155-c0_g1_i1
TR50927-c1_g3_i1	TR10199-c0_g3_i2	TR25179-c0_g9_i2
TR46581-c1_g1_i1	TR35725-c0_g3_i1	TR25187-c0_g3_i1
TR15558-c0_g1_i1	TR15037-c0_g1_i2	TR25195-c0_g2_i3
TR5998-c0_g1_i1	TR7058-c0_g1_i2	TR25202-c2_g1_i2
TR23157-c3_g3_i1	TR2301-c0_g1_i1	TR25206-c1_g2_i1
TR29852-c0_g3_i1	TR35881-c0_g1_i1	TR25207-c0_g2_i1
TR44896-c2_g4_i1	TR13244-c5_g6_i1	TR25233-c1_g4_i1
TR24546-c0_g4_i1	TR27892-c3_g1_i2	TR25236-c2_g1_i2
TR24546-c0_g7_i1	TR27892-c3_g2_i1	TR25236-c2_g2_i2
TR34004-c0_g1_i1	TR23296-c0_g1_i1	TR25246-c0_g1_i1
TR48371-c3_g1_i1	TR26447-c0_g7_i2	TR25256-c0_g2_i1
TR48371-c2_g3_i2	TR4076-c0_g1_i1	TR25256-c1_g2_i1
TR17046-c2_g4_i1	TR20492-c0_g1_i1	TR25286-c0_g1_i1
TR47180-c0_g1_i1	TR4254-c0_g2_i1	TR25316-c0_g1_i1
TR37261-c0_g1_i2	TR27198-c0_g1_i1	TR25321-c0_g4_i1
TR36324-c0_g1_i1	TR35256-c1_g3_i2	TR25328-c0_g3_i1
TR57565-c0_g6_i1	TR8623-c0_g4_i1	TR2533-c0_g6_i2
TR3261-c0_g1_i1	TR41284-c0_g1_i1	TR25331-c0_g1_i1
TR24810-c1_g1_i1	TR35743-c0_g1_i1	TR25339-c0_g2_i1
TR11835-c3_g2_i4	TR5312-c1_g2_i1	TR25355-c0_g1_i1
TR15200-c0_g2_i1	TR21094-c0_g3_i1	TR25356-c2_g1_i1
TR39860-c0_g2_i1	TR25644-c0_g1_i1	TR25369-c0_g1_i1
TR55238-c0_g3_i1	TR7603-c0_g1_i1	TR25376-c1_g1_i1
TR20934-c4_g1_i2	TR22796-c0_g2_i1	TR25382-c3_g3_i1
TR12269-c0_g5_i2	TR11805-c0_g8_i3	TR2542-c0_g1_i2
TR12269-c0_g22_i4	TR11805-c0_g4_i1	TR2542-c0_g5_i1
TR12269-c0_g9_i1	TR11805-c0_g9_i3	TR2542-c0_g7_i1
TR7541-c2_g7_i3	TR35726-c10_g11_i1	TR25431-c2_g9_i2
TR48738-c0_g1_i1	TR25431-c0_g1_i2	TR25437-c0_g1_i1
TR4208-c0_g1_i1	TR46094-c0_g3_i1	TR25481-c0_g3_i1
TR21515-c0_g3_i1	TR37254-c0_g3_i1	TR25492-c1_g3_i1
TR52711-c0_g1_i1	TR46898-c0_g3_i1	TR25512-c0_g3_i2
TR29392-c0_g1_i1	TR10135-c0_g1_i1	TR25512-c1_g1_i1
