contig	species	dN	dS	dNdS
TR26298-c0_g1_i1	carb	0.0000	0.0210	0.0010
TR47410-c0_g3_i1	carb	0.0000	0.0218	0.0010
TR16413-c0_g1_i1	carb	0.0000	0.0107	0.0010
TR3139-c0_g1_i1	carb	0.0000	0.0000	0.0010
TR4624-c2_g3_i1	carb	0.0000	0.0000	0.0010
TR11906-c1_g2_i1	carb	0.0204	0.1834	0.1111
TR17803-c0_g1_i1	carb	0.0001	0.0965	0.0010
TR976-c0_g1_i1	carb	0.0000	0.0410	0.0010
TR11763-c0_g3_i1	carb	0.0000	0.0413	0.0010
TR19941-c0_g1_i1	carb	0.0033	0.0367	0.0891
TR19790-c0_g1_i1	carb	0.0000	0.0000	99.0000
TR15673-c1_g3_i1	carb	0.0046	0.0437	0.1043
TR33622-c2_g2_i1	carb	0.0000	0.0276	0.0010
TR21263-c0_g1_i1	carb	0.0020	0.0212	0.0961
TR35476-c0_g2_i1	carb	0.0141	0.0571	0.2465
TR13118-c0_g1_i1	carb	0.0000	0.0000	0.4020
TR15673-c0_g1_i1	carb	0.0000	0.0434	0.0010
TR3125-c0_g1_i1	carb	0.0000	0.0488	0.0010
TR4321-c1_g2_i1	carb	0.0000	0.0293	0.0010
TR16198-c0_g1_i1	carb	0.0069	0.0001	99.0000
TR30450-c0_g1_i1	carb	0.0000	0.0334	0.0010
TR5167-c0_g2_i1	carb	0.0000	0.0310	0.0010
TR5651-c1_g1_i1	carb	0.0104	0.0271	0.3845
TR22981-c0_g1_i1	carb	0.0019	0.0515	0.0360
TR38724-c2_g1_i1	carb	0.0036	0.0719	0.0499
TR38724-c1_g1_i1	carb	0.0083	0.0425	0.1951
TR21170-c0_g2_i1	carb	0.0078	0.0312	0.2496
TR4012-c1_g1_i1	carb	0.0059	0.0242	0.2416
TR4012-c1_g2_i1	carb	0.0000	0.0396	0.0010
TR23715-c0_g1_i1	carb	0.0052	0.0293	0.1787
TR3371-c1_g1_i1	carb	0.0001	0.0521	0.0010
TR33591-c0_g1_i2	carb	0.0000	0.0132	0.0010
TR39745-c2_g8_i4	carb	0.0070	0.0220	0.3155
TR39745-c2_g6_i1	carb	0.0000	0.0142	0.0010
TR24756-c2_g4_i1	carb	0.0038	0.0309	0.1219
TR28712-c0_g1_i1	carb	0.0045	0.0192	0.2351
TR31586-c2_g1_i1	carb	0.0038	0.0519	0.0739
TR33551-c0_g1_i3	carb	0.0046	0.0207	0.2241
TR43021-c0_g2_i3	carb	0.0065	0.0321	0.2029
TR24567-c1_g4_i1	carb	0.0000	0.0000	0.0010
TR12438-c0_g1_i1	carb	0.0106	0.0140	0.7629
TR22467-c0_g2_i1	carb	0.0207	0.0304	0.6797
TR8375-c0_g4_i3	carb	0.0098	0.0399	0.2454
TR22002-c0_g1_i1	carb	0.0000	0.0234	0.0010
TR11172-c0_g1_i1	carb	0.0000	0.0000	0.0010
TR19239-c0_g1_i1	carb	0.0000	0.0275	0.0010
TR19239-c0_g3_i1	carb	0.0001	0.0639	0.0010
TR32391-c0_g1_i1	carb	0.0000	0.0000	0.0017
TR30895-c0_g1_i1	carb	0.0001	0.0503	0.0010
TR26198-c0_g3_i1	carb	0.0000	0.0000	0.0010
TR39615-c1_g3_i1	carb	0.0001	0.1071	0.0010
TR39615-c1_g6_i1	carb	0.0120	0.0138	0.8672
TR30026-c0_g3_i1	carb	0.0016	0.0413	0.0383
TR6523-c0_g4_i1	carb	0.0000	0.0000	0.4273
TR36225-c1_g1_i1	carb	0.0000	0.0260	0.0010
TR7753-c0_g2_i1	carb	0.0000	0.0244	0.0010
TR20604-c0_g3_i1	carb	0.0026	0.0342	0.0773
TR20604-c0_g2_i1	carb	0.0069	0.0001	99.0000
TR47365-c1_g2_i1	carb	0.0000	0.0000	0.0010
TR43615-c0_g2_i1	carb	0.0000	0.0376	0.0010
TR36539-c0_g1_i1	carb	0.0001	0.0559	0.0010
TR44903-c1_g1_i2	carb	0.0858	1.8007	0.0476
TR22793-c1_g1_i2	carb	0.0030	0.0216	0.1394
TR45688-c0_g1_i1	carb	0.0077	0.0378	0.2034
TR14658-c7_g5_i1	carb	0.0035	0.0398	0.0876
TR41796-c0_g7_i1	carb	0.0001	0.0739	0.0010
TR4032-c1_g1_i1	carb	0.0000	0.0192	0.0010
TR19065-c1_g1_i2	carb	0.0504	0.1891	0.2665
TR19065-c1_g1_i1	carb	0.0001	0.0827	0.0010
TR34012-c0_g1_i1	carb	0.0061	0.0001	99.0000
TR34781-c0_g1_i1	carb	0.0000	0.0268	0.0010
TR13351-c0_g1_i1	carb	0.0043	0.0000	99.0000
TR40322-c0_g1_i1	carb	0.0057	0.0332	0.1721
TR4536-c0_g1_i5	carb	0.0000	0.0195	0.0010
TR12468-c0_g1_i1	carb	0.0000	0.0180	0.0010
TR30848-c0_g1_i1	carb	0.0000	0.0142	0.0010
TR35432-c1_g1_i1	carb	0.0000	0.0132	0.0010
TR13085-c1_g5_i1	carb	0.0052	0.0627	0.0824
TR26234-c0_g2_i1	carb	0.0000	0.0147	0.0010
TR13893-c0_g3_i1	carb	0.0001	0.1467	0.0010
TR27552-c0_g2_i1	carb	0.0000	0.0185	0.0010
TR39445-c0_g1_i1	carb	0.0000	0.0265	0.0010
TR14872-c0_g3_i4	carb	0.0000	0.0093	0.0010
TR14872-c0_g2_i2	carb	0.0000	0.0095	0.0010
TR29324-c0_g3_i3	carb	0.0205	0.2119	0.0967
TR29324-c0_g5_i1	carb	0.0778	0.0987	0.7884
TR29157-c0_g1_i1	carb	0.0000	0.0407	0.0010
TR20775-c2_g1_i1	carb	0.0040	0.0408	0.0990
TR399-c6_g1_i1	carb	0.0044	0.0401	0.1097
TR31957-c0_g4_i2	carb	0.0000	0.0296	0.0010
TR24090-c0_g2_i1	carb	0.0182	0.0237	0.7667
TR38749-c3_g2_i2	carb	0.0000	0.0106	0.0010
TR12146-c1_g2_i1	carb	0.0085	0.0195	0.4371
TR38564-c0_g2_i1	carb	0.0159	0.0553	0.2885
TR34509-c0_g2_i1	carb	0.0284	0.0003	99.0000
TR21863-c3_g1_i1	carb	0.0051	0.0313	0.1634
TR45103-c3_g5_i3	carb	0.0000	0.0133	0.0010
TR8829-c3_g2_i5	carb	0.0123	0.0349	0.3521
TR20771-c1_g1_i1	carb	0.0089	0.0172	0.5182
TR20804-c0_g1_i1	carb	0.0001	0.0513	0.0010
TR4619-c9_g1_i1	carb	0.0000	0.0078	0.0010
TR45347-c0_g1_i1	carb	0.0000	0.0191	0.0010
TR46248-c2_g2_i3	carb	0.0000	0.0158	0.0010
TR495-c0_g1_i1	carb	0.0000	0.0000	0.0010
TR20616-c0_g1_i1	carb	0.0269	0.0765	0.3512
TR3908-c2_g1_i1	carb	0.0043	0.0491	0.0876
TR3908-c0_g1_i2	carb	0.0000	0.0299	0.0010
TR25109-c0_g2_i1	carb	0.0048	0.0303	0.1598
TR31480-c0_g1_i1	carb	0.0000	0.0302	0.0010
TR28947-c0_g2_i1	carb	0.0000	0.0225	0.0010
TR20971-c0_g3_i1	carb	0.0000	0.0263	0.0010
TR41334-c2_g4_i1	carb	0.0074	0.0122	0.6045
TR10852-c0_g5_i3	carb	0.0322	0.1354	0.2375
TR15842-c0_g1_i2	carb	0.0101	0.0001	99.0000
TR43743-c0_g2_i1	carb	0.0000	0.0371	0.0010
TR17639-c1_g1_i1	carb	0.0000	0.0000	0.3591
TR43863-c1_g1_i1	carb	0.0055	0.0001	99.0000
TR44320-c0_g2_i1	carb	0.0054	0.0001	99.0000
TR4913-c1_g3_i2	carb	0.0001	0.0521	0.0010
TR4913-c0_g1_i3	carb	0.0000	0.0149	0.0010
TR21742-c1_g1_i1	carb	0.0000	0.0001	0.0010
TR35393-c0_g1_i1	carb	0.0083	0.0001	99.0000
TR20271-c0_g1_i1	carb	0.0106	0.1444	0.0733
TR25187-c0_g3_i1	carb	0.0000	0.0000	0.0010
TR43515-c0_g1_i1	carb	0.0071	0.0389	0.1836
TR41566-c0_g1_i1	carb	0.0133	0.0001	99.0000
TR8350-c0_g2_i1	carb	0.0629	0.0362	1.7375
TR7100-c0_g1_i1	carb	0.0096	0.0729	0.1313
TR46560-c1_g2_i2	carb	0.0098	0.0001	99.0000
TR6758-c0_g4_i2	carb	0.0115	0.0227	0.5094
TR8727-c0_g3_i1	carb	0.0182	0.0002	99.0000
TR8727-c0_g6_i1	carb	0.0131	0.0329	0.3988
TR8727-c0_g5_i1	carb	0.0178	0.0190	0.9376
TR45050-c0_g4_i1	carb	0.0102	0.0001	99.0000
TR22986-c0_g1_i1	carb	0.0000	0.0000	0.4114
TR42302-c0_g2_i1	carb	0.0000	0.0203	0.0010
TR29003-c1_g1_i1	carb	0.0042	0.0615	0.0687
TR23842-c0_g1_i1	carb	0.0029	0.0283	0.1039
TR33893-c0_g1_i1	carb	0.0827	0.3043	0.2716
TR23132-c0_g1_i1	carb	0.0001	0.0664	0.0010
TR42843-c1_g1_i1	carb	0.0000	0.0000	0.3573
TR11250-c0_g1_i1	carb	0.0034	0.0080	0.4216
TR44038-c0_g2_i1	carb	0.0000	0.0000	0.3535
TR2234-c0_g2_i1	carb	0.0059	0.0274	0.2133
TR11572-c0_g3_i1	carb	0.0129	0.0109	1.1770
TR23835-c5_g11_i1	carb	0.0113	0.0260	0.4344
TR4149-c1_g1_i1	carb	0.0178	0.0002	99.0000
TR15789-c0_g1_i1	carb	0.0041	0.0300	0.1349
TR46592-c0_g2_i1	carb	0.0026	0.0000	99.0000
TR2355-c1_g1_i1	carb	0.0088	0.0583	0.1507
TR19854-c0_g1_i1	carb	0.0000	0.0000	0.1528
TR8579-c0_g1_i1	carb	0.0000	0.0000	0.3144
TR42152-c0_g1_i1	carb	0.0000	0.0205	0.0010
TR4909-c0_g1_i1	carb	0.0355	0.0548	0.6486
TR11266-c0_g1_i1	carb	0.0000	0.0289	0.0010
TR21912-c1_g4_i1	carb	0.0000	0.0263	0.0010
TR21417-c0_g1_i1	carb	0.0019	0.0413	0.0453
TR553-c0_g3_i1	carb	0.0532	0.0976	0.5452
TR6210-c0_g1_i2	carb	0.0000	0.0455	0.0010
TR25316-c0_g1_i1	carb	0.0001	0.0532	0.0010
TR32577-c2_g10_i2	carb	0.0039	0.0333	0.1163
TR31063-c1_g3_i1	carb	0.0000	0.0388	0.0010
TR34418-c0_g1_i1	carb	0.0083	0.0001	99.0000
TR22848-c0_g3_i1	carb	0.0000	0.0090	0.0010
TR15034-c0_g2_i4	carb	0.0000	0.0000	0.0010
TR60-c0_g1_i1	carb	0.0000	0.0213	0.0010
TR26117-c9_g2_i1	carb	0.0000	0.0106	0.0010
TR42177-c0_g1_i1	carb	0.0000	0.0288	0.0010
TR30415-c0_g1_i1	carb	0.0043	0.0215	0.2014
TR4997-c2_g5_i1	carb	0.0000	0.0182	0.0010
TR41306-c0_g2_i2	carb	0.0056	0.0126	0.4478
TR42315-c1_g4_i1	carb	0.0057	0.0572	0.1002
TR11598-c8_g1_i1	carb	0.0000	0.0363	0.0010
TR32518-c0_g2_i1	carb	0.0000	0.0086	0.0010
TR30923-c0_g1_i1	carb	0.0000	0.0000	0.0010
TR20842-c0_g4_i1	carb	0.0087	0.0821	0.1064
TR43950-c0_g1_i1	carb	0.0118	0.0001	99.0000
TR28412-c1_g2_i1	carb	0.0000	0.0000	0.2214
TR2388-c1_g1_i1	carb	0.0000	0.0000	2.0016
TR17463-c0_g1_i1	carb	0.0000	0.0114	0.0010
TR43115-c0_g1_i1	carb	0.0001	0.0709	0.0010
TR3777-c11_g2_i1	carb	0.0000	0.0298	0.0010
TR45449-c0_g1_i1	carb	0.0000	0.0080	0.0010
TR26156-c0_g5_i1	carb	0.0000	0.0312	0.0010
TR2498-c0_g1_i1	carb	0.0000	0.0352	0.0010
TR43059-c1_g2_i1	carb	0.0000	0.0000	0.0010
TR47397-c0_g2_i1	carb	0.0047	0.0198	0.2358
TR34461-c0_g3_i1	carb	0.0294	1.9356	0.0152
TR4762-c1_g3_i2	carb	0.0039	0.0721	0.0534
TR21705-c0_g2_i1	carb	0.0045	0.0097	0.4681
TR39462-c0_g2_i1	carb	0.0000	0.0354	0.0010
TR39517-c0_g2_i1	carb	0.0035	0.0256	0.1349
TR26734-c0_g3_i1	carb	0.0000	0.0000	99.0000
TR11781-c1_g1_i1	carb	0.0001	0.0597	0.0010
TR14827-c0_g1_i1	carb	0.0001	0.0544	0.0010
TR40812-c3_g1_i1	carb	0.0000	0.0232	0.0010
TR13998-c0_g2_i1	carb	0.0121	0.0511	0.2370
TR18981-c0_g1_i1	carb	0.0001	0.1115	0.0010
TR43387-c1_g2_i2	carb	0.0000	0.0157	0.0010
TR31471-c0_g1_i2	carb	0.0000	0.0000	0.0010
TR20302-c1_g1_i1	carb	0.0000	0.0037	0.0010
TR6484-c0_g2_i1	carb	0.0469	0.0617	0.7603
TR863-c0_g1_i3	carb	0.0000	0.0244	0.0010
TR46936-c2_g2_i3	carb	0.0018	0.0276	0.0660
TR28136-c0_g1_i1	carb	0.0064	0.0393	0.1625
TR13584-c1_g1_i1	carb	0.0000	0.0000	0.0010
TR41657-c0_g1_i1	carb	0.0000	0.0337	0.0010
TR39499-c0_g1_i1	carb	0.0000	0.0000	2.0014
TR5191-c0_g1_i1	carb	0.0164	0.1033	0.1586
TR13580-c0_g2_i1	carb	0.0001	0.1113	0.0010
TR13580-c0_g1_i1	carb	0.0000	0.0000	0.0010
TR33788-c0_g2_i1	carb	0.0020	0.0329	0.0593
TR21500-c0_g1_i1	carb	0.0086	0.0255	0.3370
TR45721-c0_g3_i1	carb	0.0015	0.0274	0.0552
TR14572-c0_g2_i1	carb	0.0061	0.0330	0.1843
TR14572-c0_g3_i1	carb	0.0000	0.0240	0.0010
TR6880-c0_g1_i3	carb	0.0000	0.0147	0.0010
TR22456-c3_g1_i1	carb	0.0000	0.0000	0.5083
TR42860-c0_g1_i1	carb	0.0000	0.0380	0.0010
TR12268-c0_g1_i1	carb	0.0031	0.0151	0.2059
TR27989-c0_g1_i1	carb	0.0000	0.0000	99.0000
TR36485-c1_g1_i1	carb	0.0001	0.0544	0.0010
TR235-c3_g3_i1	carb	0.0000	0.0297	0.0010
TR45712-c0_g10_i1	carb	0.0000	0.0276	0.0010
TR3852-c0_g1_i1	carb	0.0084	0.0001	99.0000
TR44685-c0_g1_i1	carb	0.0052	0.0260	0.1998
TR1055-c3_g7_i2	carb	0.0000	0.0000	0.0010
TR5094-c0_g3_i1	carb	0.0046	0.0359	0.1279
TR29512-c2_g1_i1	carb	0.0229	0.1336	0.1716
TR39998-c0_g1_i1	carb	0.0016	0.0290	0.0536
TR23253-c0_g2_i1	carb	0.0096	0.0001	99.0000
TR12568-c1_g1_i1	carb	0.0000	0.0121	0.0010
TR6063-c0_g2_i1	carb	0.0000	0.0000	0.0010
TR11716-c1_g1_i2	carb	0.0029	0.0075	0.3890
TR31235-c0_g4_i1	carb	0.0141	0.0477	0.2955
TR14809-c1_g1_i1	carb	0.0000	0.0295	0.0010
TR19355-c0_g1_i1	carb	0.0056	0.0553	0.1011
TR27694-c1_g4_i1	carb	0.0000	0.0361	0.0010
TR30084-c1_g3_i2	carb	0.0000	0.0140	0.0010
TR21007-c0_g1_i1	carb	0.0000	0.0000	52.7919
TR20534-c4_g4_i1	carb	0.0050	0.0109	0.4630
TR17071-c0_g1_i1	carb	0.0002	0.2106	0.0010
TR3003-c0_g1_i2	carb	0.0000	0.0129	0.0010
TR18443-c1_g1_i1	carb	0.0000	0.0405	0.0010
TR16304-c10_g1_i1	carb	0.0000	0.0373	0.0010
TR17549-c1_g3_i1	carb	0.0000	0.0200	0.0010
TR25256-c1_g2_i1	carb	0.0028	0.0187	0.1486
TR25256-c0_g2_i1	carb	0.0000	0.0070	0.0010
TR42993-c0_g1_i1	carb	0.0194	0.0505	0.3829
TR2618-c0_g1_i1	carb	0.0023	0.0311	0.0734
TR26711-c0_g1_i1	carb	0.0000	0.0203	0.0010
TR16337-c1_g1_i1	carb	0.0001	0.1458	0.0010
TR15480-c3_g1_i10	carb	0.0285	0.0353	0.8079
TR39176-c0_g1_i1	carb	0.0038	0.0352	0.1088
TR3945-c0_g4_i1	carb	0.0000	0.0057	0.0010
TR23514-c0_g5_i1	carb	0.0000	0.0253	0.0010
TR39667-c0_g1_i2	carb	0.0000	0.0000	0.0010
TR21841-c0_g3_i3	carb	0.0000	0.0000	0.0010
TR10486-c0_g4_i1	carb	0.0023	0.0411	0.0569
TR19876-c0_g1_i1	carb	0.0031	0.0455	0.0677
TR1801-c0_g1_i1	carb	0.0000	0.0108	0.0010
TR29358-c0_g2_i1	carb	0.0000	0.0161	0.0010
TR33750-c3_g3_i1	carb	0.0189	0.0002	99.0000
TR16192-c0_g2_i1	carb	0.0000	0.0000	0.2280
TR19883-c0_g1_i1	carb	0.0830	0.1675	0.4952
TR15333-c0_g1_i1	carb	0.0069	0.0508	0.1361
TR5532-c0_g2_i1	carb	0.0024	0.0389	0.0618
TR46235-c2_g5_i2	carb	0.0000	0.0350	0.0010
TR46235-c1_g3_i1	carb	0.0106	0.0279	0.3816
TR6511-c0_g1_i1	carb	0.0000	0.0055	0.0010
TR44450-c0_g1_i1	carb	0.0000	0.0097	0.0010
TR30728-c0_g1_i1	carb	0.0000	0.0000	0.0010
TR18765-c0_g2_i1	carb	0.0712	0.2392	0.2977
TR46979-c0_g1_i1	carb	0.0058	0.0251	0.2309
TR35760-c1_g1_i1	carb	0.0000	0.0179	0.0010
TR37576-c0_g6_i1	carb	0.0084	0.0154	0.5468
TR25437-c0_g1_i1	carb	0.0000	0.0000	0.0010
TR17809-c5_g3_i3	carb	0.0058	0.0117	0.4957
TR30877-c0_g6_i1	carb	0.0000	0.0000	0.0010
TR30137-c0_g1_i1	carb	0.0001	0.0588	0.0010
TR2782-c0_g4_i1	carb	0.0000	0.0000	0.0010
TR2782-c0_g2_i1	carb	0.0000	0.0129	0.0010
TR43149-c0_g1_i1	carb	0.0000	0.0236	0.0010
TR18341-c2_g1_i1	carb	0.0000	0.0000	0.0010
TR37184-c0_g5_i2	carb	0.0046	0.0085	0.5433
TR46494-c1_g1_i1	carb	0.0078	0.0230	0.3413
TR23830-c0_g1_i1	carb	0.0060	0.0652	0.0925
TR13343-c0_g1_i1	carb	0.0000	0.0209	0.0010
TR10000-c0_g1_i1	carb	0.0111	0.0507	0.2192
TR12690-c0_g1_i1	carb	0.0067	0.0170	0.3954
TR16928-c0_g5_i1	carb	0.0034	0.0000	99.0000
TR46464-c2_g1_i1	carb	0.0001	0.0635	0.0010
TR28758-c0_g2_i1	carb	0.0000	0.0000	0.0010
TR7120-c1_g2_i1	carb	0.0000	0.0344	0.0010
TR28152-c0_g1_i1	carb	0.0000	0.0244	0.0010
TR2229-c2_g6_i1	carb	0.0000	0.0351	0.0010
TR30082-c2_g1_i1	carb	0.0000	0.0183	0.0010
TR23025-c1_g1_i2	carb	0.0000	0.0000	2.0004
TR8364-c0_g1_i1	carb	0.0001	0.0718	0.0010
TR14347-c3_g1_i1	carb	0.0156	0.0266	0.5863
TR30610-c0_g2_i1	carb	0.0001	0.1122	0.0010
TR33311-c0_g1_i1	carb	0.0001	0.0660	0.0010
TR31845-c0_g4_i1	carb	0.0047	0.0932	0.0507
TR12179-c0_g1_i1	carb	0.0143	0.0177	0.8087
TR2702-c0_g1_i1	carb	0.0018	0.0297	0.0597
TR38335-c0_g1_i1	carb	0.0000	0.0319	0.0010
TR18736-c0_g1_i3	carb	0.0045	0.0481	0.0944
TR22862-c8_g1_i3	carb	0.0095	0.0336	0.2838
TR27477-c0_g1_i1	carb	0.0045	0.0130	0.3443
TR31521-c0_g2_i1	carb	0.0035	0.0139	0.2507
TR32865-c0_g3_i1	carb	0.0000	0.0000	0.1445
TR13740-c1_g2_i1	carb	0.0000	0.0142	0.0010
TR27064-c0_g1_i1	carb	0.0001	0.0634	0.0010
TR40467-c1_g1_i1	carb	0.0023	0.0418	0.0539
TR36644-c0_g1_i1	carb	0.0000	0.0276	0.0010
TR12247-c2_g1_i1	carb	0.0190	0.0002	99.0000
TR9594-c1_g1_i1	carb	0.0307	0.0645	0.4751
TR33626-c0_g1_i1	carb	0.0868	0.0890	0.9746
TR36983-c0_g1_i1	carb	0.0174	0.0959	0.1815
TR1110-c0_g7_i1	carb	0.0049	0.0439	0.1109
TR1110-c0_g5_i2	carb	0.0037	0.0190	0.1928
TR35844-c0_g4_i1	carb	0.0054	0.0001	99.0000
TR41604-c2_g4_i2	carb	0.0001	0.0560	0.0010
TR29819-c0_g1_i1	carb	0.0108	0.0001	99.0000
TR41812-c2_g1_i1	carb	0.0269	0.0370	0.7260
TR19093-c2_g14_i1	carb	0.0282	0.0325	0.8676
TR20780-c0_g1_i1	carb	0.0000	0.0142	0.0010
TR28402-c0_g2_i1	carb	0.0000	0.0251	0.0010
TR18418-c7_g2_i1	carb	0.0000	0.0262	0.0010
TR18418-c12_g1_i1	carb	0.0206	0.0558	0.3693
TR22142-c0_g1_i1	carb	0.0000	0.0000	0.0010
TR43739-c4_g3_i3	carb	0.0000	0.0000	2.0013
TR21998-c1_g2_i1	carb	0.0062	0.0247	0.2494
TR47372-c0_g1_i1	carb	0.0000	0.0000	99.0000
TR47372-c2_g2_i1	carb	0.0059	0.0001	99.0000
TR16204-c0_g3_i2	carb	0.0062	0.0209	0.2968
TR36992-c0_g2_i1	carb	0.0039	0.0627	0.0621
TR41906-c0_g1_i1	carb	0.0865	0.0816	1.0595
TR17397-c0_g2_i1	carb	0.0000	0.0495	0.0010
TR6007-c0_g2_i1	carb	0.0000	0.0043	0.0010
TR47646-c0_g1_i1	carb	0.0152	0.0778	0.1951
TR4042-c0_g1_i1	carb	0.0051	0.0925	0.0547
TR32323-c1_g1_i1	carb	0.0000	0.0174	0.0010
TR37518-c1_g1_i1	carb	0.0001	0.0539	0.0010
TR13121-c1_g1_i1	carb	0.0000	0.0148	0.0010
TR44704-c1_g3_i2	carb	0.0000	0.0000	0.3475
TR36637-c2_g11_i2	carb	0.0033	0.0095	0.3471
TR33371-c0_g1_i1	carb	0.0035	0.0539	0.0658
TR26316-c0_g2_i1	carb	0.0000	0.0040	0.0010
TR7509-c2_g3_i2	carb	0.0000	0.0000	0.1389
TR2639-c0_g4_i2	carb	0.0001	0.0663	0.0010
TR13045-c4_g1_i1	carb	0.0215	0.0186	1.1610
TR15917-c0_g1_i1	carb	0.0237	0.1050	0.2262
TR39279-c0_g1_i1	carb	0.0058	0.0368	0.1572
TR47383-c4_g9_i4	carb	0.0000	0.0121	0.0010
TR5029-c0_g2_i1	carb	0.0080	0.0161	0.5001
TR30113-c0_g1_i1	carb	0.0000	0.0322	0.0010
TR21593-c0_g4_i2	carb	0.0000	0.0169	0.0010
TR24519-c0_g1_i2	carb	0.0001	0.0938	0.0010
TR27009-c1_g2_i1	carb	0.0000	0.0000	0.1610
TR27260-c0_g1_i1	carb	0.0075	0.0088	0.8575
TR17871-c1_g1_i1	carb	0.0338	0.1073	0.3155
TR42970-c0_g4_i1	carb	0.0259	0.0418	0.6189
TR38549-c0_g1_i1	carb	0.0134	0.0428	0.3126
TR7560-c0_g1_i1	carb	0.0164	0.0002	99.0000
TR42458-c0_g2_i2	carb	0.0000	0.0310	0.0010
TR37178-c0_g3_i1	carb	0.0000	0.0225	0.0010
TR5395-c0_g3_i1	carb	0.0000	0.0000	0.0010
TR15686-c1_g1_i1	carb	0.0000	0.0000	3.7846
TR10869-c0_g1_i1	carb	0.0000	0.0000	0.0010
TR5771-c3_g2_i6	carb	0.0030	0.0336	0.0883
TR35950-c0_g1_i2	carb	0.0000	0.0000	3.6915
TR36495-c1_g1_i1	carb	0.0000	0.0454	0.0010
TR17809-c5_g1_i2	carb	0.0000	0.0165	0.0010
TR17809-c1_g1_i1	carb	0.0000	0.0395	0.0010
TR11131-c0_g2_i1	carb	0.0028	0.0305	0.0931
TR10649-c0_g2_i1	carb	0.0000	0.0099	0.0010
TR20466-c0_g2_i1	carb	0.0304	0.0183	1.6599
TR8595-c0_g6_i1	carb	0.0064	0.0192	0.3323
TR35339-c1_g2_i3	carb	0.0000	0.0000	99.0000
TR35675-c0_g1_i2	carb	0.0104	0.0263	0.3962
TR9429-c1_g6_i1	carb	0.0000	0.0000	0.0010
TR9429-c1_g6_i3	carb	0.0059	0.0001	99.0000
TR46972-c0_g1_i1	carb	0.1013	67.6811	0.0015
TR45464-c0_g2_i1	carb	0.0128	0.0158	0.8112
TR43352-c0_g1_i1	carb	0.0832	0.0655	1.2706
TR6135-c1_g8_i1	carb	0.0000	0.0413	0.0010
TR46908-c0_g2_i1	carb	0.0000	0.0063	0.0010
TR28439-c0_g1_i1	carb	0.0000	0.0356	0.0010
TR7304-c1_g4_i1	carb	0.0000	0.0000	0.0010
TR27741-c1_g1_i1	carb	0.0000	0.0000	99.0000
TR33348-c0_g2_i1	carb	0.0001	0.0557	0.0010
TR33348-c0_g5_i1	carb	0.0000	0.0000	0.0010
TR21462-c1_g1_i1	carb	0.0024	0.0191	0.1245
TR22716-c1_g1_i1	carb	0.0000	0.0179	0.0010
TR22942-c0_g1_i1	carb	0.0151	0.0385	0.3923
TR32390-c0_g3_i1	carb	0.0000	0.0145	0.0010
TR32390-c1_g1_i1	carb	0.0000	0.0000	0.0010
TR28017-c0_g1_i1	carb	0.0000	0.0066	0.0010
TR11293-c0_g1_i1	carb	0.0058	0.0856	0.0672
TR11624-c0_g1_i4	carb	0.0019	0.0134	0.1441
TR3612-c0_g1_i1	carb	0.0071	0.0001	99.0000
TR32677-c2_g2_i1	carb	0.0099	0.0208	0.4746
TR497-c2_g9_i1	carb	0.0000	0.0349	0.0010
TR14216-c3_g2_i1	carb	0.0114	0.0791	0.1440
TR39341-c0_g1_i1	carb	0.0117	0.0124	0.9425
TR11777-c0_g1_i1	carb	0.0000	0.0237	0.0010
TR39125-c1_g1_i1	carb	0.0000	0.0348	0.0010
TR743-c2_g1_i1	carb	0.0064	0.0265	0.2406
TR19730-c2_g1_i1	carb	0.0000	0.0000	0.0010
TR17717-c0_g1_i1	carb	0.0027	0.0671	0.0405
TR26117-c7_g1_i1	carb	0.0000	0.0419	0.0010
TR9371-c0_g1_i1	carb	0.0110	0.0123	0.8921
TR28608-c0_g1_i1	carb	0.0017	0.0399	0.0416
TR15609-c0_g5_i1	carb	0.0515	0.1233	0.4178
TR43323-c0_g4_i1	carb	0.0019	0.0352	0.0550
TR258-c0_g1_i1	carb	0.0000	0.0000	99.0000
TR45226-c0_g4_i1	carb	0.0038	0.0156	0.2431
TR24354-c1_g1_i1	carb	0.0054	0.0275	0.1973
TR17512-c0_g1_i1	carb	0.0142	0.0001	99.0000
TR27642-c0_g1_i1	carb	0.0000	0.0000	99.0000
TR30165-c0_g1_i1	carb	0.0001	0.0826	0.0010
TR31532-c0_g1_i1	carb	0.0108	0.1848	0.0584
TR31035-c0_g2_i2	carb	0.0092	0.0255	0.3621
TR5415-c12_g2_i3	carb	0.0082	0.0304	0.2682
TR34740-c0_g5_i1	carb	0.0000	0.0241	0.0010
TR34740-c0_g3_i1	carb	0.0001	0.0591	0.0010
TR34740-c0_g4_i1	carb	0.0000	0.0489	0.0010
TR19931-c8_g3_i2	carb	0.0000	0.0068	0.0010
TR8238-c0_g1_i1	carb	0.0000	0.0000	0.0010
TR23479-c0_g1_i2	carb	0.0000	0.0203	0.0010
TR2147-c0_g1_i1	carb	0.0000	0.0000	0.0010
TR36220-c0_g1_i1	carb	0.0000	0.0067	0.0010
TR40212-c0_g2_i1	carb	0.0000	0.0100	0.0010
TR44988-c1_g1_i1	carb	0.0034	0.0069	0.4915
TR27700-c0_g1_i1	carb	0.0000	0.0268	0.0010
TR40112-c3_g1_i2	carb	0.0000	0.0000	0.0010
