contig	species	dN	dS	dNdS
TR35071-c0_g2_i1	macro	0.0063	0.0001	99.0000
TR35081-c0_g2_i1	macro	0.0095	0.0056	1.7035
TR35106-c0_g3_i1	macro	0.0399	0.0931	0.4282
TR35112-c0_g10_i2	macro	0.0000	0.0430	0.0010
TR35174-c4_g5_i1	macro	0.0030	0.0082	0.3628
TR35174-c4_g6_i1	macro	0.0000	0.0178	0.0010
TR35178-c1_g1_i3	macro	0.0000	0.0249	0.0010
TR35185-c0_g1_i1	macro	0.0001	0.0540	0.0010
TR3518-c0_g1_i2	macro	0.0000	0.0123	0.0010
TR35192-c0_g2_i1	macro	0.0110	0.0323	0.3401
TR3523-c0_g1_i1	macro	0.0098	0.0001	99.0000
TR35241-c0_g2_i1	macro	0.0000	0.0389	0.0010
TR35243-c0_g1_i1	macro	0.0000	0.0000	0.0010
TR3525-c0_g4_i1	macro	0.0001	0.0536	0.0010
TR35264-c0_g5_i1	macro	0.0000	0.0174	0.0010
TR35276-c0_g5_i1	macro	0.0050	0.0120	0.4177
TR35278-c0_g4_i4	macro	0.0031	0.1014	0.0307
TR35302-c1_g4_i1	macro	0.0000	0.0337	0.0010
TR35303-c8_g9_i2	macro	0.0081	0.0001	99.0000
TR35323-c1_g1_i1	macro	0.2992	0.2438	1.2274
TR3532-c0_g2_i1	macro	0.0000	0.0000	0.0010
TR35339-c1_g1_i1	macro	0.0001	0.0604	0.0010
TR35352-c1_g6_i3	macro	0.0000	0.0096	0.0010
TR35400-c0_g1_i1	macro	0.0018	0.0261	0.0684
TR35400-c0_g3_i1	macro	0.0000	0.0165	0.0010
TR35410-c0_g1_i1	macro	0.0126	0.0400	0.3139
TR35411-c1_g1_i4	macro	0.0056	0.0099	0.5714
TR35415-c0_g1_i1	macro	0.0034	0.0354	0.0956
TR35415-c0_g2_i1	macro	0.0001	0.0513	0.0010
TR35480-c0_g1_i2	macro	0.0000	0.0000	0.3780
TR3552-c1_g7_i4	macro	0.0000	0.0000	99.0000
TR3552-c2_g2_i1	macro	0.0000	0.0325	0.0010
TR35532-c1_g1_i1	macro	0.0123	0.0134	0.9195
TR35547-c0_g1_i1	macro	0.0000	0.0122	0.0010
TR35556-c0_g1_i1	macro	0.0000	0.0176	0.0010
TR35557-c0_g1_i1	macro	0.0000	0.0284	0.0010
TR35562-c0_g2_i1	macro	0.0076	0.0001	99.0000
TR35562-c1_g3_i1	macro	0.0142	14.1555	0.0010
TR35597-c0_g1_i1	macro	0.0000	0.0000	0.0010
TR35605-c1_g1_i1	macro	0.0000	0.0126	0.0010
TR35615-c2_g2_i1	macro	0.0057	0.1341	0.0422
TR35628-c0_g5_i3	macro	0.0693	0.1518	0.4567
TR35665-c1_g2_i1	macro	0.0054	0.0167	0.3233
TR35682-c0_g1_i1	macro	0.0000	0.0122	0.0010
TR35710-c0_g2_i2	macro	0.0000	0.0437	0.0010
TR35713-c1_g1_i2	macro	0.1056	2.9961	0.0352
TR35729-c0_g1_i1	macro	0.0848	10.2837	0.0082
TR3572-c6_g1_i1	macro	0.0000	0.0000	0.3496
TR35730-c0_g1_i1	macro	0.0024	0.0136	0.1754
TR35743-c0_g1_i1	macro	0.0061	0.0700	0.0865
TR35747-c0_g1_i1	macro	0.0071	0.0183	0.3885
TR35768-c0_g1_i1	macro	0.0000	0.0000	2.0008
TR35777-c0_g1_i2	macro	0.0023	0.0171	0.1360
TR35785-c0_g8_i2	macro	0.0000	0.0000	0.0010
TR3578-c0_g1_i1	macro	0.0000	0.0248	0.0010
TR35791-c2_g2_i1	macro	0.0101	0.0382	0.2653
TR35795-c0_g1_i1	macro	0.0057	0.0001	99.0000
TR35859-c0_g2_i1	macro	0.0044	0.0295	0.1477
TR35867-c0_g1_i1	macro	0.0068	0.0040	1.7091
TR35868-c0_g4_i1	macro	0.0067	0.0523	0.1278
TR35875-c0_g1_i2	macro	0.0428	0.0169	2.5389
TR35875-c1_g1_i1	macro	0.0071	0.0322	0.2219
TR358-c0_g1_i1	macro	0.0000	0.0299	0.0010
TR35907-c0_g2_i1	macro	0.0091	9.0931	0.0010
TR35923-c0_g6_i1	macro	0.0050	0.0001	99.0000
TR35930-c1_g1_i1	macro	0.0000	0.0000	99.0000
TR35950-c0_g4_i1	macro	0.0000	0.0297	0.0010
TR35951-c1_g1_i2	macro	0.0000	0.0000	99.0000
TR35951-c1_g1_i4	macro	0.0000	0.0066	0.0010
TR35963-c1_g1_i1	macro	0.0000	0.0000	0.0010
TR36001-c0_g1_i1	macro	0.0000	0.0000	1.9763
TR36010-c1_g2_i1	macro	0.0034	0.0182	0.1873
TR36053-c0_g1_i1	macro	0.0061	0.0001	99.0000
TR36076-c0_g1_i1	macro	0.0000	0.0128	0.0010
TR36081-c0_g1_i1	macro	0.0140	0.0285	0.4912
TR36095-c0_g1_i1	macro	0.0000	0.0000	0.0010
TR3609-c0_g1_i1	macro	0.0000	0.0426	0.0010
TR36139-c4_g5_i3	macro	0.0082	0.1267	0.0651
TR36148-c0_g1_i1	macro	0.0040	0.0201	0.1996
TR36153-c1_g3_i1	macro	0.0000	0.0000	0.3469
TR36173-c0_g1_i1	macro	0.0001	0.0781	0.0010
TR36204-c0_g1_i1	macro	0.0000	0.0341	0.0010
TR36212-c0_g1_i1	macro	0.0000	0.0000	0.0010
TR36215-c0_g4_i1	macro	0.0077	0.0151	0.5108
TR36216-c1_g1_i1	macro	0.0013	0.0204	0.0648
TR3624-c0_g1_i1	macro	0.0000	0.0371	0.0010
TR36266-c0_g8_i1	macro	0.0001	0.0764	0.0010
TR36267-c0_g1_i1	macro	0.0000	0.0365	0.0010
TR36269-c1_g1_i1	macro	0.0001	0.1137	0.0010
TR36296-c0_g1_i1	macro	0.0114	0.0137	0.8388
TR36297-c0_g1_i1	macro	0.0027	0.0222	0.1201
TR36298-c0_g1_i1	macro	0.0030	0.0050	0.5931
TR36301-c1_g1_i1	macro	0.0081	0.0612	0.1326
TR36303-c2_g3_i2	macro	0.0027	0.0088	0.3132
TR36303-c2_g9_i1	macro	0.0149	0.0252	0.5921
TR36307-c0_g1_i1	macro	0.0000	0.0063	0.0010
TR36323-c2_g1_i1	macro	0.0083	0.0348	0.2374
TR36324-c0_g1_i1	macro	0.0043	0.0322	0.1350
TR36337-c1_g2_i1	macro	0.0000	0.0197	0.0010
TR36344-c0_g6_i2	macro	0.0000	0.0144	0.0010
TR3634-c2_g1_i1	macro	0.0046	0.1011	0.0457
TR36360-c2_g15_i1	macro	0.1941	0.4709	0.4123
TR36371-c0_g3_i1	macro	0.0116	0.0307	0.3784
TR36388-c0_g1_i1	macro	0.0000	0.0368	0.0010
TR36430-c0_g4_i1	macro	0.0259	0.0246	1.0556
TR36443-c0_g3_i3	macro	0.0000	0.0324	0.0010
TR36451-c0_g2_i1	macro	0.0000	0.0060	0.0010
TR36462-c0_g1_i1	macro	0.0000	0.0000	0.0010
TR36486-c0_g2_i1	macro	0.0001	0.0601	0.0010
TR36488-c2_g2_i3	macro	0.0000	0.0070	0.0010
TR36538-c0_g2_i3	macro	0.0017	0.0239	0.0726
TR3653-c3_g29_i1	macro	0.0201	0.0350	0.5736
TR36549-c1_g4_i1	macro	0.0000	0.0214	0.0010
TR36551-c0_g2_i1	macro	0.0000	0.0000	0.0010
TR36553-c0_g1_i3	macro	0.0021	0.0289	0.0739
TR36554-c0_g1_i1	macro	0.0000	0.0033	0.0010
TR3657-c0_g1_i1	macro	0.0000	0.0276	0.0010
TR36582-c3_g1_i1	macro	0.0000	0.0000	99.0000
TR36583-c0_g4_i1	macro	0.0000	0.0000	0.1418
TR36594-c0_g3_i2	macro	0.0000	0.0000	2.0011
TR36595-c0_g1_i1	macro	0.0065	0.0230	0.2828
TR36597-c1_g1_i1	macro	0.0060	0.0072	0.8402
TR36604-c0_g1_i1	macro	0.0000	0.0053	0.0010
TR3661-c0_g1_i1	macro	0.0000	0.0080	0.0010
TR36643-c0_g1_i1	macro	0.0000	0.0358	0.0010
TR36654-c0_g3_i1	macro	0.0000	0.0000	0.3329
TR3667-c0_g1_i1	macro	0.0120	0.0270	0.4444
TR36680-c0_g1_i2	macro	0.0001	0.1052	0.0010
TR36702-c0_g2_i1	macro	0.1460	4.6113	0.0317
TR36740-c1_g2_i2	macro	0.0000	0.0116	0.0010
TR36767-c0_g1_i7	macro	0.0000	0.0134	0.0010
TR36767-c0_g4_i2	macro	0.0021	0.0345	0.0607
TR36780-c0_g1_i1	macro	0.0000	0.0365	0.0010
TR36780-c2_g8_i1	macro	0.0000	0.0073	0.0010
TR3679-c0_g8_i3	macro	0.0000	0.0097	0.0010
TR36816-c1_g1_i2	macro	0.0000	0.0077	0.0010
TR36816-c4_g3_i1	macro	0.0000	0.0225	0.0010
TR36816-c4_g3_i2	macro	0.0000	0.0060	0.0010
TR36833-c0_g2_i1	macro	0.0106	0.0102	1.0444
TR36833-c1_g1_i2	macro	0.0000	0.0095	0.0010
TR36856-c1_g1_i1	macro	0.0000	0.0000	0.0010
TR36873-c0_g1_i1	macro	0.0058	0.0669	0.0864
TR36880-c0_g1_i1	macro	0.0000	0.0353	0.0010
TR3688-c2_g5_i1	macro	0.0000	0.0102	0.0010
TR36900-c0_g1_i2	macro	0.0036	0.0081	0.4396
TR36905-c0_g1_i1	macro	0.0143	0.0323	0.4427
TR36905-c2_g2_i4	macro	0.0043	0.0609	0.0705
TR36938-c1_g1_i1	macro	0.0000	0.0159	0.0010
TR36938-c1_g3_i1	macro	0.0062	0.0001	99.0000
TR36938-c1_g8_i1	macro	0.0000	0.0157	0.0010
TR36946-c0_g1_i1	macro	0.0000	0.0000	0.0010
TR36952-c0_g2_i1	macro	0.0000	0.0000	7.5203
TR3695-c0_g3_i1	macro	0.0259	0.0193	1.3403
TR36982-c0_g1_i1	macro	0.0165	0.0398	0.4154
TR37048-c0_g1_i1	macro	0.0035	0.0000	99.0000
TR37081-c0_g4_i1	macro	0.0000	0.0000	0.0010
TR37084-c0_g1_i1	macro	0.0036	0.0092	0.3904
TR3709-c1_g1_i1	macro	0.0000	0.0000	99.0000
TR3709-c3_g1_i1	macro	0.0000	0.0000	99.0000
TR370-c1_g11_i3	macro	0.0000	0.0231	0.0010
TR370-c1_g12_i1	macro	0.0000	0.0167	0.0010
TR370-c1_g15_i1	macro	0.1404	2.6092	0.0538
TR370-c1_g3_i2	macro	0.0001	0.1055	0.0010
TR37100-c0_g1_i1	macro	0.0618	0.0801	0.7714
TR37132-c0_g3_i1	macro	0.0190	0.0785	0.2414
TR37135-c0_g1_i1	macro	0.1153	67.0981	0.0017
TR37193-c1_g1_i1	macro	0.0573	0.1187	0.4824
TR3720-c1_g1_i1	macro	0.0000	0.0428	0.0010
TR37227-c0_g4_i1	macro	0.0000	0.0076	0.0010
TR37234-c1_g3_i1	macro	0.0000	0.0000	0.0010
TR37261-c0_g1_i2	macro	0.0000	0.0367	0.0010
TR37291-c3_g1_i1	macro	0.0000	0.0000	0.2945
TR37318-c0_g1_i1	macro	0.0031	0.0540	0.0569
TR37322-c0_g1_i1	macro	0.0037	0.0445	0.0837
TR37325-c0_g6_i1	macro	0.0000	0.0000	0.0010
TR37352-c0_g6_i1	macro	0.0036	0.0265	0.1338
TR37417-c0_g2_i3	macro	0.0031	0.0356	0.0859
TR37431-c0_g1_i1	macro	0.0034	0.0238	0.1424
TR37432-c0_g9_i1	macro	0.0000	0.0000	0.3545
TR3743-c0_g2_i1	macro	0.0000	0.0000	99.0000
TR37452-c0_g2_i1	macro	0.0000	0.0162	0.0010
TR37456-c0_g1_i1	macro	0.0613	0.1942	0.3156
TR37465-c0_g10_i1	macro	0.0178	0.0821	0.2166
TR37518-c0_g1_i1	macro	0.0001	0.0824	0.0010
TR37540-c0_g2_i1	macro	0.0123	0.0284	0.4343
TR37540-c1_g4_i1	macro	0.0034	0.0237	0.1433
TR37571-c0_g8_i1	macro	0.0034	0.0540	0.0628
TR37577-c0_g1_i1	macro	0.0000	0.0251	0.0010
TR37591-c0_g1_i1	macro	0.0072	0.0097	0.7431
TR37593-c0_g7_i1	macro	0.0000	0.0441	0.0010
TR37594-c0_g1_i1	macro	0.0001	0.0895	0.0010
TR37596-c0_g3_i3	macro	0.0000	0.0221	0.0010
TR3760-c0_g3_i1	macro	0.0000	0.0287	0.0010
TR37624-c0_g1_i1	macro	0.0000	0.0310	0.0010
TR37638-c0_g2_i1	macro	0.0045	0.0571	0.0791
TR37643-c0_g3_i1	macro	0.0072	0.0810	0.0890
TR37647-c0_g1_i1	macro	0.0000	0.0000	0.0010
TR37651-c1_g4_i1	macro	0.0620	1.0809	0.0574
TR37653-c4_g1_i2	macro	0.0000	0.0000	0.2032
TR37669-c0_g2_i1	macro	0.0000	0.0176	0.0010
TR37683-c0_g1_i1	macro	0.0000	0.0127	0.0010
TR37687-c1_g2_i1	macro	0.0058	0.0165	0.3494
TR37705-c0_g1_i1	macro	0.0085	0.0999	0.0852
TR37712-c1_g1_i1	macro	0.0000	0.0432	0.0010
TR37712-c1_g3_i4	macro	0.0000	0.0185	0.0010
TR37721-c0_g1_i3	macro	0.0000	0.0000	0.0010
TR37725-c2_g1_i2	macro	0.0000	0.0178	0.0010
TR37740-c0_g1_i1	macro	0.0000	0.0000	0.2696
TR37742-c2_g14_i4	macro	0.0714	0.1193	0.5983
TR37746-c0_g1_i1	macro	0.0068	0.0174	0.3885
TR3775-c0_g1_i2	macro	0.0190	0.0608	0.3118
TR3775-c1_g1_i1	macro	0.0001	0.0515	0.0010
TR37771-c0_g3_i1	macro	0.0035	0.0471	0.0746
TR37783-c0_g1_i1	macro	0.0000	0.0126	0.0010
TR37790-c0_g1_i1	macro	0.0000	0.0000	99.0000
TR3779-c0_g3_i2	macro	0.0000	0.0340	0.0010
TR37808-c0_g1_i1	macro	0.0606	3.7989	0.0159
TR3780-c0_g4_i1	macro	0.0068	0.0159	0.4285
TR37829-c0_g1_i1	macro	0.0034	0.0072	0.4765
TR37830-c1_g1_i2	macro	0.0025	0.0158	0.1608
TR37874-c0_g3_i1	macro	0.0000	0.0040	0.0010
TR37876-c0_g1_i4	macro	0.0000	0.0263	0.0010
TR37883-c0_g1_i2	macro	0.0971	0.1167	0.8316
TR37887-c0_g2_i1	macro	0.0000	0.0150	0.0010
TR37894-c1_g1_i1	macro	0.0052	0.0344	0.1501
TR37896-c0_g2_i2	macro	0.0052	0.0190	0.2716
TR378-c0_g7_i1	macro	0.0000	0.0172	0.0010
TR37940-c0_g2_i1	macro	0.0048	0.0262	0.1841
TR3794-c0_g1_i1	macro	0.0000	0.0000	99.0000
TR37958-c0_g1_i1	macro	0.0000	0.0346	0.0010
TR37961-c0_g1_i1	macro	0.0037	0.1157	0.0319
TR37996-c0_g2_i3	macro	0.0074	0.0125	0.5937
TR37996-c0_g2_i5	macro	0.0000	0.0000	0.4042
TR38019-c1_g1_i1	macro	0.0053	0.0409	0.1284
TR38023-c0_g1_i1	macro	0.0000	0.0000	0.3537
TR38024-c0_g1_i2	macro	0.0000	0.0328	0.0010
TR38029-c0_g2_i1	macro	0.0358	0.0528	0.6793
TR38036-c0_g5_i1	macro	0.0101	10.1144	0.0010
TR38083-c0_g3_i1	macro	0.0143	0.0294	0.4858
TR38089-c0_g8_i1	macro	0.0476	0.1175	0.4048
TR38089-c1_g3_i1	macro	0.0000	0.0393	0.0010
TR38089-c1_g5_i1	macro	0.0067	0.0259	0.2601
TR38103-c0_g1_i1	macro	0.0104	1.6256	0.0064
TR3810-c1_g4_i1	macro	0.0000	0.0281	0.0010
TR38124-c0_g2_i1	macro	0.0000	0.0474	0.0010
TR38142-c0_g1_i1	macro	0.0054	0.0299	0.1815
TR38142-c0_g3_i1	macro	0.0000	0.0231	0.0010
TR38142-c0_g5_i2	macro	0.0000	0.0000	0.0010
TR38149-c1_g2_i1	macro	0.0000	0.0337	0.0010
TR38149-c1_g3_i2	macro	0.0000	0.0000	99.0000
TR38156-c1_g4_i2	macro	0.0000	0.0315	0.0010
TR3816-c0_g1_i1	macro	0.0523	0.1114	0.4697
TR38180-c0_g3_i1	macro	0.0000	0.0238	0.0010
TR38180-c0_g4_i1	macro	0.0088	0.0148	0.5974
TR38194-c0_g3_i1	macro	0.0032	0.0714	0.0449
TR38215-c0_g1_i3	macro	0.1252	0.4855	0.2579
TR38217-c1_g4_i1	macro	0.0000	0.0314	0.0010
TR38250-c0_g1_i1	macro	0.0000	0.0189	0.0010
TR38257-c0_g1_i1	macro	0.0000	0.0057	0.0010
TR38270-c2_g3_i1	macro	0.0064	0.0001	99.0000
TR38270-c2_g4_i1	macro	0.0000	0.0058	0.0010
TR38297-c0_g1_i2	macro	0.0120	0.0001	99.0000
TR38297-c0_g2_i1	macro	0.0118	0.0094	1.2485
TR38311-c0_g1_i1	macro	0.0124	0.0001	99.0000
TR38318-c0_g1_i1	macro	0.0047	0.0160	0.2928
TR38329-c0_g1_i1	macro	0.0501	0.0005	99.0000
TR3834-c0_g2_i1	macro	0.0037	0.0000	99.0000
TR38354-c0_g1_i1	macro	0.0000	0.0175	0.0010
TR38356-c0_g2_i1	macro	0.1100	26.3967	0.0042
TR38379-c0_g1_i1	macro	0.0332	0.0654	0.5079
TR3839-c0_g1_i1	macro	0.0000	0.0000	0.0010
TR38407-c0_g2_i1	macro	0.0059	0.0261	0.2251
TR38428-c0_g2_i1	macro	0.0000	0.0129	0.0010
TR38438-c0_g1_i1	macro	0.0000	0.0178	0.0010
TR38441-c1_g1_i1	macro	0.0000	0.0114	0.0010
TR38457-c1_g2_i2	macro	0.0001	0.0673	0.0010
TR38491-c0_g1_i1	macro	0.0036	0.0589	0.0606
TR384-c0_g1_i1	macro	0.0030	0.0168	0.1783
TR38564-c0_g1_i1	macro	0.0104	0.0441	0.2352
TR38567-c1_g1_i1	macro	0.0000	0.0000	0.0010
TR38618-c3_g2_i1	macro	0.0051	0.0001	99.0000
TR38621-c0_g1_i1	macro	0.0013	0.0571	0.0233
TR38625-c2_g3_i1	macro	0.0000	0.0138	0.0010
TR38628-c0_g5_i1	macro	0.0000	0.0408	0.0010
TR38653-c1_g8_i1	macro	0.0031	0.0471	0.0648
TR38654-c0_g1_i1	macro	0.0000	0.0101	0.0010
TR38661-c1_g2_i1	macro	0.0041	0.0217	0.1896
TR38663-c1_g1_i1	macro	0.0043	0.0139	0.3088
TR38665-c0_g2_i1	macro	0.0000	0.0140	0.0010
TR38671-c0_g3_i2	macro	0.0075	0.0072	1.0293
TR38671-c0_g6_i1	macro	0.0344	0.0478	0.7202
TR3867-c1_g1_i1	macro	0.0000	0.0070	0.0010
TR38689-c0_g2_i1	macro	0.0000	0.0309	0.0010
TR38690-c0_g1_i1	macro	0.0041	0.0409	0.0993
TR38702-c1_g1_i1	macro	0.0000	0.0130	0.0010
TR38709-c0_g2_i2	macro	0.0000	0.0312	0.0010
TR38714-c4_g14_i1	macro	0.0832	0.0174	4.7847
TR38726-c0_g3_i1	macro	0.0000	0.0455	0.0010
TR38739-c1_g1_i1	macro	0.0000	0.0410	0.0010
TR38745-c1_g2_i1	macro	0.0001	0.0533	0.0010
TR38746-c1_g11_i1	macro	0.0000	0.0000	0.3557
TR38753-c2_g2_i1	macro	0.0000	0.0148	0.0010
TR38755-c0_g1_i1	macro	0.0000	0.0100	0.0010
TR38757-c0_g2_i1	macro	0.0000	0.0157	0.0010
TR38781-c0_g4_i1	macro	0.0115	0.0251	0.4569
TR38798-c0_g2_i1	macro	0.0000	0.0000	0.0010
TR38822-c0_g2_i1	macro	0.0054	0.0257	0.2118
TR38837-c0_g8_i3	macro	0.0000	0.0072	0.0010
TR38838-c1_g12_i1	macro	0.0000	0.0000	99.0000
TR38838-c1_g2_i1	macro	0.0028	0.0082	0.3434
TR38838-c1_g7_i2	macro	0.0000	0.0000	0.0010
TR3887-c0_g2_i1	macro	0.0000	0.0135	0.0010
TR38891-c3_g5_i3	macro	0.0188	0.0717	0.2623
TR38911-c0_g4_i1	macro	0.0000	0.0000	0.3722
TR38916-c0_g3_i1	macro	0.0000	0.0218	0.0010
TR38935-c0_g1_i1	macro	0.0000	0.0000	29.2459
TR38945-c0_g2_i2	macro	0.0000	0.0184	0.0010
TR38968-c0_g1_i2	macro	0.0042	0.1071	0.0390
TR38970-c0_g1_i1	macro	0.0055	0.0188	0.2950
TR38986-c0_g2_i1	macro	0.0211	0.0321	0.6570
TR39009-c0_g1_i1	macro	0.0255	0.0556	0.4583
TR39013-c0_g1_i1	macro	0.0000	0.0218	0.0010
TR39028-c0_g1_i1	macro	0.0000	0.0000	0.0010
TR39028-c0_g3_i1	macro	0.0000	0.0137	0.0010
TR39043-c2_g3_i1	macro	0.0000	0.0000	0.0010
TR39073-c0_g2_i1	macro	0.0000	0.0000	0.0010
TR39089-c0_g1_i1	macro	0.0000	0.0142	0.0010
TR39107-c0_g1_i1	macro	0.0000	0.0192	0.0010
TR39125-c0_g1_i1	macro	0.0046	0.0367	0.1250
TR39135-c0_g3_i2	macro	0.0000	0.0439	0.0010
TR39135-c0_g6_i2	macro	0.0000	0.0347	0.0010
TR39137-c0_g1_i1	macro	0.0000	0.0000	0.1719
TR3915-c0_g3_i1	macro	0.0000	0.0228	0.0010
TR3915-c0_g4_i2	macro	0.0000	0.0000	99.0000
TR3915-c0_g5_i1	macro	0.0000	0.0378	0.0010
TR39164-c1_g5_i1	macro	0.0001	0.0804	0.0010
TR39171-c0_g1_i1	macro	0.0000	0.0115	0.0010
TR39171-c0_g5_i1	macro	0.0099	0.0276	0.3600
TR391-c1_g1_i1	macro	0.0000	0.0000	0.0013
TR39202-c1_g1_i1	macro	0.0040	0.0294	0.1373
TR39207-c1_g2_i1	macro	0.0130	0.0159	0.8179
TR39208-c0_g1_i1	macro	0.0000	0.0060	0.0010
TR39208-c0_g2_i1	macro	0.0000	0.0059	0.0010
TR39228-c0_g1_i1	macro	0.0000	0.0138	0.0010
TR39231-c0_g1_i1	macro	0.1223	0.1213	1.0083
TR39232-c1_g8_i1	macro	0.0198	0.0703	0.2820
TR39238-c1_g6_i3	macro	0.0041	0.0134	0.3058
TR39243-c0_g2_i1	macro	0.0107	0.0475	0.2262
TR39243-c0_g3_i1	macro	0.0001	0.0936	0.0010
TR39249-c0_g2_i1	macro	0.0025	0.0000	99.0000
TR39258-c0_g1_i1	macro	0.0036	0.0216	0.1659
TR39262-c1_g1_i1	macro	0.0000	0.0226	0.0010
TR39271-c0_g7_i1	macro	0.0097	0.0001	99.0000
TR39311-c0_g1_i1	macro	0.0058	0.0286	0.2024
TR39347-c0_g1_i1	macro	0.0025	0.0210	0.1181
TR39358-c0_g1_i1	macro	0.0347	0.0424	0.8168
TR39363-c0_g1_i1	macro	0.0094	0.0131	0.7123
TR39367-c1_g1_i1	macro	0.0000	0.0226	0.0010
TR39368-c1_g1_i2	macro	0.0254	0.0003	99.0000
TR39431-c2_g2_i1	macro	0.0000	0.0185	0.0010
TR39439-c0_g1_i2	macro	0.0000	0.0442	0.0010
TR39441-c0_g2_i1	macro	0.0000	0.0413	0.0010
TR39447-c1_g5_i1	macro	0.0000	0.0000	99.0000
TR39497-c0_g1_i1	macro	0.0034	0.0334	0.1016
TR39562-c0_g2_i1	macro	0.0000	0.0115	0.0010
TR39562-c0_g3_i2	macro	0.0000	0.0286	0.0010
TR39566-c0_g1_i1	macro	0.0000	0.0349	0.0010
TR39566-c1_g2_i1	macro	0.0000	0.0237	0.0010
TR39576-c0_g1_i1	macro	0.0000	0.0000	0.0010
TR39588-c0_g1_i1	macro	0.0000	0.0156	0.0010
TR39595-c0_g2_i1	macro	0.0000	0.0000	0.0410
TR39619-c0_g3_i1	macro	0.0043	0.0073	0.5827
TR39630-c0_g1_i1	macro	0.0000	0.0000	0.0010
TR39631-c0_g11_i1	macro	0.0000	0.0000	99.0000
TR39655-c0_g1_i1	macro	0.0052	0.1327	0.0395
TR39655-c1_g1_i1	macro	0.0615	0.1012	0.6081
TR39670-c0_g2_i1	macro	0.0000	0.0077	0.0010
TR39681-c0_g6_i1	macro	0.0001	0.0521	0.0010
TR39696-c0_g2_i1	macro	0.0338	0.0696	0.4852
TR39702-c0_g1_i1	macro	0.0090	0.0189	0.4780
TR39703-c0_g1_i1	macro	0.0346	0.0313	1.1062
TR39705-c0_g4_i2	macro	0.0000	0.0122	0.0010
TR39711-c0_g3_i1	macro	0.0076	0.0220	0.3445
TR39724-c0_g2_i3	macro	0.0051	0.0047	1.1018
TR39737-c1_g1_i1	macro	0.0022	0.0123	0.1774
TR39770-c0_g2_i1	macro	0.0058	0.0188	0.3079
TR39774-c0_g1_i2	macro	0.0014	0.0243	0.0579
TR39789-c0_g1_i1	macro	0.0000	0.0264	0.0010
TR39807-c1_g1_i1	macro	0.0001	0.0726	0.0010
TR39836-c0_g1_i1	macro	0.0036	0.0282	0.1283
TR39844-c0_g2_i2	macro	0.0001	0.0532	0.0010
TR39860-c0_g2_i1	macro	0.0000	0.0153	0.0010
TR39867-c3_g3_i2	macro	0.0042	0.0202	0.2106
TR39871-c0_g2_i1	macro	0.0001	0.0625	0.0010
TR3987-c0_g1_i3	macro	0.0370	0.0848	0.4368
TR3987-c0_g2_i1	macro	0.0000	0.0291	0.0010
TR39890-c0_g1_i1	macro	0.0000	0.0000	99.0000
TR39902-c1_g3_i1	macro	0.0001	0.0925	0.0010
TR39902-c1_g6_i1	macro	0.0049	0.0000	99.0000
TR39905-c0_g2_i1	macro	0.0000	0.0109	0.0010
TR39950-c0_g1_i1	macro	0.0072	0.0089	0.8144
TR39953-c1_g1_i1	macro	0.0103	0.0263	0.3919
TR39959-c0_g1_i1	macro	0.0000	0.0000	0.3526
TR40011-c0_g4_i1	macro	0.0000	0.0058	0.0010
TR40011-c0_g5_i1	macro	0.0056	0.0285	0.1956
TR40012-c2_g2_i3	macro	0.0060	0.0242	0.2459
TR40049-c1_g3_i1	macro	0.0063	0.0170	0.3706
TR40076-c0_g1_i1	macro	0.0959	0.0143	6.6835
TR40102-c0_g2_i1	macro	0.0000	0.0254	0.0010
TR40109-c0_g4_i2	macro	0.0000	0.0192	0.0010
TR40152-c1_g1_i1	macro	0.0000	0.0000	0.0010
TR40155-c0_g2_i1	macro	0.0101	0.0255	0.3951
TR40156-c0_g1_i1	macro	0.0000	0.0000	0.0010
TR40156-c0_g6_i6	macro	0.0000	0.0000	0.0010
TR40157-c1_g5_i1	macro	0.0000	0.0247	0.0010
TR40161-c0_g3_i1	macro	0.0000	0.0000	99.0000
TR40162-c1_g1_i1	macro	0.0096	0.0001	99.0000
TR40211-c0_g1_i1	macro	0.0020	0.0242	0.0806
TR40211-c2_g1_i1	macro	0.0132	0.0263	0.5011
TR40239-c0_g1_i3	macro	0.0162	0.0659	0.2454
TR40239-c1_g2_i1	macro	0.0066	0.0411	0.1602
TR40255-c0_g2_i1	macro	0.0000	0.0266	0.0010
TR40263-c0_g2_i1	macro	0.0000	0.0000	0.0010
TR40294-c0_g4_i1	macro	0.0000	0.0375	0.0010
TR40318-c0_g1_i1	macro	0.0000	0.0090	0.0010
TR40350-c0_g1_i1	macro	0.0192	1.7401	0.0110
TR40352-c0_g1_i1	macro	0.0061	0.0670	0.0913
TR40366-c0_g2_i1	macro	0.0000	0.0115	0.0010
TR4036-c0_g7_i1	macro	0.0000	0.0492	0.0010
TR40370-c0_g1_i1	macro	0.0000	0.0165	0.0010
TR4039-c0_g2_i1	macro	0.0062	0.0001	99.0000
TR4039-c1_g2_i1	macro	0.0000	0.0105	0.0010
TR40404-c0_g1_i1	macro	0.0001	0.0658	0.0010
TR40412-c1_g1_i1	macro	0.0653	0.0007	99.0000
TR40413-c0_g2_i2	macro	0.0000	0.0188	0.0010
TR40416-c1_g1_i1	macro	0.0000	0.0122	0.0010
TR40428-c0_g2_i1	macro	0.0000	0.0076	0.0010
